tokens,latency_ns
16,66528
32,64512
48,64896
64,64800
80,64832
96,64928
112,65056
128,65184
144,65536
160,65344
176,65632
192,64672
208,64736
224,65024
240,65312
256,64992
272,65792
288,65440
304,65472
320,65856
336,65536
352,65600
368,65600
384,65632
400,65472
416,65504
432,65664
448,65728
464,65856
480,66080
496,66240
512,66496
528,66720
544,67776
560,68736
576,67744
592,68128
608,68032
624,67904
640,67520
656,67520
672,68544
688,68800
704,68512
720,68960
736,68960
752,68864
768,68768
784,69120
800,70528
816,71712
832,70752
848,71264
864,70976
880,70784
896,70496
912,70784
928,72640
944,72800
960,72672
976,72832
992,72928
1008,72704
1024,73024
1040,73216
1056,72992
1072,82624
1088,83104
1104,84832
1120,84864
1136,84800
1152,84800
1168,84576
1184,86048
1200,85856
1216,84864
1232,86496
1248,85472
1264,85792
1280,86560
1296,87392
1312,87072
1328,87808
1344,86688
1360,87008
1376,86912
1392,87104
1408,86944
1424,87584
1440,87360
1456,87648
1472,87488
1488,87680
1504,87904
1520,87552
1536,87648
1552,87904
1568,88384
1584,87776
1600,89056
1616,89120
1632,89888
1648,89280
1664,90048
1680,89952
1696,89600
1712,89888
1728,91072
1744,91328
1760,92416
1776,91808
1792,92128
1808,92352
1824,92384
1840,92704
1856,94592
1872,94272
1888,95040
1904,95040
1920,95008
1936,95584
1952,95488
1968,95328
1984,96544
2000,97088
2016,97760
2032,98080
2048,98176
2064,97984
2080,98880
2096,98976
2112,99008
2128,103552
2144,105376
2160,105568
2176,105792
2192,105856
2208,105664
2224,107168
2240,107104
2256,107328
2272,107616
2288,107808
2304,107392
2320,108384
2336,107840
2352,108864
2368,108800
2384,109664
2400,109408
2416,109312
2432,109120
2448,109856
2464,109472
2480,111520
2496,110624
2512,111104
2528,110880
2544,111104
2560,112128
2576,151520
2592,152576
2608,152736
2624,151552
2640,153248
2656,155008
2672,154688
2688,154464
2704,155328
2720,155552
2736,155680
2752,155264
2768,156000
2784,155840
2800,157120
2816,156768
2832,157440
2848,158688
2864,158528
2880,158016
2896,158112
2912,158912
2928,159200
2944,160064
2960,159584
2976,159904
2992,160896
3008,160704
3024,160992
3040,161056
3056,161504
3072,161376
3088,162784
3104,162656
3120,162848
3136,164704
3152,163712
3168,163200
3184,165376
3200,166304
3216,167808
3232,167840
3248,168352
3264,168192
3280,168288
3296,169120
3312,169888
3328,170464
3344,170912
3360,171840
3376,171744
3392,171072
3408,173024
3424,172128
3440,173088
3456,173056
3472,172480
3488,172320
3504,171840
3520,172576
3536,172768
3552,174720
3568,175168
3584,174592
3600,175200
3616,175296
3632,175072
3648,174720
3664,175808
3680,177408
3696,176288
3712,176640
3728,175744
3744,175808
3760,176864
3776,177760
3792,178016
3808,178272
3824,178208
3840,177600
3856,179104
3872,179232
3888,179808
3904,180160
3920,181728
3936,180256
3952,181440
3968,180608
3984,181536
4000,181472
4016,183424
4032,182624
4048,182016
4064,184000
4080,183968
4096,183776
4112,183584
4128,185184
4144,185056
4160,185088
4176,185920
4192,186112
4208,186016
4224,186240
4240,188704
4256,187712
4272,188288
4288,188288
4304,190016
4320,190272
4336,191264
4352,189600
4368,192704
4384,191904
4400,192832
4416,193408
4432,193952
4448,192992
4464,193888
4480,194592
4496,193632
4512,195360
4528,194912
4544,194784
4560,195584
4576,195360
4592,196576
4608,196160
4624,197472
4640,196672
4656,197664
4672,197600
4688,198816
4704,198400
4720,198432
4736,199040
4752,198368
4768,199808
4784,200224
4800,200384
4816,200288
4832,201152
4848,201440
4864,200320
4880,201568
4896,201856
4912,201088
4928,201984
4944,201664
4960,202848
4976,203456
4992,202784
5008,203552
5024,203168
5040,205024
5056,204352
5072,204288
5088,203904
5104,206016
5120,206304
5136,243616
5152,243616
5168,245120
5184,244480
5200,244416
5216,244672
5232,246400
5248,245376
5264,246368
5280,248000
5296,247712
5312,249152
5328,249952
5344,249920
5360,249792
5376,249056
5392,250944
5408,249664
5424,252480
5440,253184
5456,253536
5472,253664
5488,252896
5504,252736
5520,254304
5536,254752
5552,254656
5568,255040
