tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,28064,0.0625,0.125,128,1,8,32,1,4,182,0,69632
32,27872,0.1167,0.125,128,1,8,32,1,4,182,0,69632
48,28256,0.1713,0.125,128,1,8,32,1,4,182,0,69632
64,28480,0.2268,0.125,128,1,8,32,1,4,182,0,69632
80,32256,0.2703,0.125,128,1,8,32,1,4,182,0,69632
96,32672,0.3204,0.125,128,1,8,32,1,4,182,0,69632
112,33952,0.3648,0.125,128,1,8,32,1,4,182,0,69632
128,35072,0.4078,0.125,128,1,8,32,1,4,182,0,69632
144,46464,0.3659,0.125,128,1,8,32,1,4,182,0,69632
160,46944,0.3968,0.125,128,1,8,32,1,4,182,0,69632
176,47360,0.4389,0.125,128,1,8,32,1,4,182,0,69632
192,47808,0.4739,0.125,128,1,8,32,1,4,182,0,69632
208,49312,0.5008,0.125,128,1,8,32,1,4,182,0,69632
224,50464,0.5328,0.125,128,1,8,32,1,4,182,0,69632
240,51360,0.5693,0.125,128,1,8,32,1,4,182,0,69632
256,52224,0.6023,0.125,128,1,8,32,1,4,182,0,69632
272,63744,0.5214,0.125,128,1,8,32,1,4,182,0,69632
288,63296,0.5465,0.125,128,1,8,32,1,4,182,0,69632
304,63584,0.5639,0.125,128,1,8,32,1,4,182,0,69632
320,64960,0.6069,0.125,128,1,8,32,1,4,182,0,69632
336,67232,0.6239,0.125,128,1,8,32,1,4,182,0,69632
352,68256,0.6393,0.125,128,1,8,32,1,4,182,0,69632
368,68768,0.6737,0.125,128,1,8,32,1,4,182,0,69632
384,71232,0.7044,0.125,128,1,8,32,1,4,182,0,69632
400,81504,0.6137,0.125,128,1,8,32,1,4,182,0,69632
416,81664,0.6288,0.125,128,1,8,32,1,4,182,0,69632
432,82784,0.647,0.125,128,1,8,32,1,4,182,0,69632
448,84000,0.6772,0.125,128,1,8,32,1,4,182,0,69632
464,87712,0.6616,0.125,128,1,8,32,1,4,182,0,69632
480,87488,0.6882,0.125,128,1,8,32,1,4,182,0,69632
496,90560,0.701,0.125,128,1,8,32,1,4,182,0,69632
512,90816,0.714,0.125,128,1,8,32,1,4,182,0,69632
528,99328,0.6609,0.125,128,1,8,32,1,4,182,0,69632
544,101184,0.6775,0.125,128,1,8,32,1,4,182,0,69632
560,101504,0.6955,0.125,128,1,8,32,1,4,182,0,69632
576,101184,0.713,0.125,128,1,8,32,1,4,182,0,69632
592,105952,0.7236,0.125,128,1,8,32,1,4,182,0,69632
608,106208,0.7394,0.125,128,1,8,32,1,4,182,0,69632
624,107104,0.7513,0.125,128,1,8,32,1,4,182,0,69632
640,109280,0.7712,0.125,128,1,8,32,1,4,182,0,69632
656,117568,0.7112,0.125,128,1,8,32,1,4,182,0,69632
672,118752,0.7166,0.125,128,1,8,32,1,4,182,0,69632
688,119520,0.7296,0.125,128,1,8,32,1,4,182,0,69632
704,119840,0.7444,0.125,128,1,8,32,1,4,182,0,69632
720,121920,0.7602,0.125,128,1,8,32,1,4,182,0,69632
736,122784,0.7699,0.125,128,1,8,32,1,4,182,0,69632
752,125344,0.7707,0.125,128,1,8,32,1,4,182,0,69632
