tokens,latency_ns
16,38592
32,37760
48,36448
64,36576
80,36992
96,36512
112,36224
128,36448
144,36640
160,36896
176,36928
192,36864
208,36416
224,36800
240,36864
256,36928
272,37408
288,36640
304,37184
320,36800
336,36832
352,36800
368,37280
384,37024
400,37152
416,37120
432,36960
448,37216
464,37696
480,37440
496,38144
512,37856
528,38752
544,39680
560,39744
576,39648
592,39936
608,40128
624,39840
640,40064
656,39744
672,40800
688,41344
704,41120
720,41120
736,41216
752,41024
768,40992
784,41824
800,43264
816,43296
832,43008
848,43360
864,44064
880,43552
896,43456
912,44672
928,44736
944,45664
960,45472
976,45408
992,45728
1008,45856
1024,44960
1040,46016
1056,46016
1072,53696
1088,54688
1104,55168
1120,55456
1136,55296
1152,55200
1168,56672
1184,55648
1200,57280
1216,55936
1232,56544
1248,56800
1264,57216
1280,55968
1296,65728
1312,65920
1328,66208
1344,66240
1360,66464
1376,66400
1392,66272
1408,66432
1424,67744
1440,66464
1456,66176
1472,66688
1488,67104
1504,66656
1520,66912
1536,66880
1552,66912
1568,66816
1584,67008
1600,68032
1616,68384
1632,68512
1648,68928
1664,68928
1680,69376
1696,68928
1712,69728
1728,70624
1744,71264
1760,70688
1776,70688
1792,71040
1808,72256
1824,71904
1840,71872
1856,72448
1872,74240
1888,74496
1904,73504
1920,73888
1936,73568
1952,73888
1968,75040
1984,75456
2000,75680
2016,75328
2032,75584
2048,76928
2064,76832
2080,77536
2096,77312
2112,76736
2128,82880
2144,83040
2160,84672
2176,84352
2192,84928
2208,84608
2224,84256
2240,84192
2256,85376
2272,85952
2288,85728
2304,88288
2320,88160
2336,86912
2352,87520
2368,88448
2384,88320
2400,87552
2416,88960
2432,88480
2448,88608
2464,89792
2480,89248
2496,90464
2512,91392
2528,90016
2544,92032
2560,90240
2576,99872
2592,100896
2608,101728
2624,101888
2640,101344
2656,101376
2672,102400
2688,102272
2704,101888
2720,103360
2736,102624
2752,104224
2768,105216
2784,104864
2800,104576
2816,105344
2832,104928
2848,106912
2864,106304
2880,106560
2896,106720
2912,106528
2928,108064
2944,106656
2960,107968
2976,108352
2992,109856
3008,109024
3024,109952
3040,110880
3056,109632
3072,109920
3088,110880
3104,110752
3120,111552
3136,111200
3152,112416
3168,112192
3184,113728
3200,113888
3216,115232
3232,115200
3248,114976
3264,117024
3280,117344
3296,117088
3312,117184
3328,117440
3344,118464
3360,117696
3376,117376
3392,117440
3408,118272
3424,118304
3440,119072
3456,118944
3472,119552
3488,119392
3504,120288
3520,120352
3536,119968
3552,120672
3568,121888
3584,121344
3600,121920
3616,124800
3632,124832
3648,122656
3664,123392
3680,123936
3696,123488
3712,123488
3728,123488
3744,125184
3760,123808
3776,125248
3792,125408
3808,125344
3824,125376
3840,125888
3856,135552
3872,134464
3888,136096
3904,135424
3920,137312
3936,135872
3952,138112
3968,136768
3984,138432
4000,137440
4016,137984
4032,140768
4048,139520
4064,139232
4080,138144
4096,139648
4112,142368
4128,141408
4144,141600
4160,141696
4176,142336
4192,141952
4208,142848
4224,142656
4240,148512
4256,146592
4272,144864
4288,146304
4304,146304
4320,147648
4336,146496
4352,147392
4368,149568
4384,149312
4400,150272
4416,149600
4432,149344
4448,149888
4464,150944
4480,150176
4496,151104
4512,150752
4528,151296
4544,151904
4560,150912
4576,151808
4592,152960
4608,151808
4624,153120
4640,153024
4656,153376
4672,154400
4688,153152
4704,154592
4720,153312
4736,154912
4752,155392
4768,155232
4784,154624
4800,154944
4816,155424
4832,155680
4848,156064
4864,156480
4880,158912
4896,159072
4912,158560
4928,157504
4944,158528
4960,159104
4976,158880
4992,160192
5008,161312
5024,160064
5040,162112
5056,160384
5072,160832
5088,162144
5104,162944
5120,162496
5136,172000
5152,174656
5168,173504
5184,174432
5200,173632
5216,172384
5232,172128
5248,173536
5264,174656
5280,173568
5296,174016
5312,175072
5328,175040
5344,175840
5360,176800
5376,176896
5392,176992
5408,177056
5424,178176
5440,177600
5456,178208
5472,180224
5488,178912
5504,180128
5520,179872
5536,179936
5552,179904
5568,180768
5584,182144
5600,181376
5616,182496
5632,181984
5648,182112
5664,183616
5680,182464
5696,183104
5712,182528
5728,181632
5744,183232
5760,184000
5776,182656
5792,183360
5808,184128
5824,184896
5840,185568
5856,184928
5872,185024
5888,185792
5904,186048
5920,186560
5936,187744
5952,187040
5968,188800
5984,189088
6000,189888
6016,188768
6032,190464
6048,189088
6064,189184
6080,188992
6096,190720
6112,190752
6128,192000
6144,192640
6160,194176
6176,190496
6192,193824
6208,193120
6224,193376
6240,192896
6256,192992
6272,194112
6288,193824
6304,193152
6320,193056
6336,194336
6352,195680
6368,196160
6384,196128
6400,198304
6416,207328
6432,207520
6448,207168
6464,210016
6480,210592
6496,210528
6512,210496
6528,211200
6544,210816
6560,211424
6576,211936
6592,211648
6608,211488
6624,210880
6640,212608
6656,211904
6672,213408
6688,212704
6704,213440
6720,213568
6736,215104
6752,213216
6768,214368
6784,214656
6800,216416
6816,213888
6832,215840
6848,217344
6864,216960
6880,217600
6896,216448
6912,218304
6928,218464
6944,218400
6960,219904
6976,219232
6992,218816
7008,219232
7024,218560
7040,219936
7056,219808
7072,221568
7088,220352
7104,220960
7120,220128
7136,220992
7152,221248
7168,221600
7184,224480
7200,223520
7216,224032
7232,224992
7248,224992
7264,224672
7280,224992
7296,225408
7312,224480
7328,225792
7344,226944
7360,227520
7376,227904
7392,227904
7408,226688
7424,228032
7440,227744
7456,228832
7472,229376
7488,227840
7504,229216
7520,229280
7536,228416
7552,228512
7568,231040
7584,230496
7600,230208
7616,231168
7632,230592
7648,231008
7664,232320
7680,232032
7696,242048
7712,243136
7728,241952
7744,242912
7760,242560
7776,243648
7792,243136
7808,244160
7824,245120
7840,244576
7856,243840
7872,244064
7888,245376
7904,246784
7920,245216
7936,245888
7952,248352
7968,246816
7984,246976
8000,246912
8016,248800
8032,247808
8048,248448
8064,251328
8080,250528
8096,251232
8112,250752
8128,251296
8144,251008
8160,250432
8176,251136
8192,250944
