tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,5952,0.0013,0.125,1,1,1,32,1,4,182,0,69632
32,5280,0.0016,0.125,1,1,1,32,1,4,182,0,69632
48,5664,0.0018,0.125,1,1,1,32,1,4,182,0,69632
64,5408,0.002,0.125,1,1,1,32,1,4,182,0,69632
80,5632,0.0023,0.125,1,1,1,32,1,4,182,0,69632
96,5408,0.0024,0.125,1,1,1,32,1,4,182,0,69632
112,5728,0.0027,0.125,1,1,1,32,1,4,182,0,69632
128,5440,0.0028,0.125,1,1,1,32,1,4,182,0,69632
144,5824,0.0031,0.125,2,1,1,32,1,4,182,0,69632
160,5792,0.0033,0.125,2,1,1,32,1,4,182,0,69632
176,5536,0.0036,0.125,2,1,1,32,1,4,182,0,69632
192,5504,0.0037,0.125,2,1,1,32,1,4,182,0,69632
208,5888,0.0039,0.125,2,1,1,32,1,4,182,0,69632
224,5920,0.0042,0.125,2,1,1,32,1,4,182,0,69632
240,5728,0.0043,0.125,2,1,1,32,1,4,182,0,69632
256,5632,0.0045,0.125,2,1,1,32,1,4,182,0,69632
272,5856,0.0048,0.125,3,1,1,32,1,4,182,0,69632
288,5792,0.0052,0.125,3,1,1,32,1,4,182,0,69632
304,5664,0.0051,0.125,3,1,1,32,1,4,182,0,69632
320,5472,0.0055,0.125,3,1,1,32,1,4,182,0,69632
336,5952,0.0057,0.125,3,1,1,32,1,4,182,0,69632
352,5856,0.0061,0.125,3,1,1,32,1,4,182,0,69632
368,5600,0.0061,0.125,3,1,1,32,1,4,182,0,69632
384,5600,0.0061,0.125,3,1,1,32,1,4,182,0,69632
400,5856,0.0065,0.125,4,1,1,32,1,4,182,0,69632
416,5824,0.007,0.125,4,1,1,32,1,4,182,0,69632
432,5632,0.0069,0.125,4,1,1,32,1,4,182,0,69632
448,5568,0.0073,0.125,4,1,1,32,1,4,182,0,69632
464,5952,0.0074,0.125,4,1,1,32,1,4,182,0,69632
480,5920,0.0078,0.125,4,1,1,32,1,4,182,0,69632
496,5568,0.0077,0.125,4,1,1,32,1,4,182,0,69632
512,5600,0.0081,0.125,4,1,1,32,1,4,182,0,69632
528,5920,0.0086,0.125,5,1,1,32,1,4,182,0,69632
544,5824,0.0085,0.125,5,1,1,32,1,4,182,0,69632
560,5696,0.0088,0.125,5,1,1,32,1,4,182,0,69632
576,5632,0.0088,0.125,5,1,1,32,1,4,182,0,69632
592,5984,0.0094,0.125,5,1,1,32,1,4,182,0,69632
608,5952,0.0094,0.125,5,1,1,32,1,4,182,0,69632
624,5664,0.0095,0.125,5,1,1,32,1,4,182,0,69632
640,5632,0.0097,0.125,5,1,1,32,1,4,182,0,69632
656,5920,0.0103,0.125,6,1,1,32,1,4,182,0,69632
672,5920,0.0104,0.125,6,1,1,32,1,4,182,0,69632
688,5664,0.0106,0.125,6,1,1,32,1,4,182,0,69632
704,5664,0.0107,0.125,6,1,1,32,1,4,182,0,69632
720,6016,0.0112,0.125,6,1,1,32,1,4,182,0,69632
736,5952,0.0115,0.125,6,1,1,32,1,4,182,0,69632
752,5760,0.0114,0.125,6,1,1,32,1,4,182,0,69632
768,5632,0.0116,0.125,6,1,1,32,1,4,182,0,69632
784,5984,0.0118,0.125,7,1,1,32,1,4,182,0,69632
800,5888,0.0123,0.125,7,1,1,32,1,4,182,0,69632
816,5664,0.0122,0.125,7,1,1,32,1,4,182,0,69632
832,5728,0.0125,0.125,7,1,1,32,1,4,182,0,69632
848,6048,0.013,0.125,7,1,1,32,1,4,182,0,69632
864,5984,0.013,0.125,7,1,1,32,1,4,182,0,69632
880,5728,0.013,0.125,7,1,1,32,1,4,182,0,69632
896,5664,0.0134,0.125,7,1,1,32,1,4,182,0,69632
912,5888,0.0136,0.125,8,1,1,32,1,4,182,0,69632
928,6016,0.0136,0.125,8,1,1,32,1,4,182,0,69632
944,5728,0.014,0.125,8,1,1,32,1,4,182,0,69632
960,5664,0.0145,0.125,8,1,1,32,1,4,182,0,69632
976,6016,0.0149,0.125,8,1,1,32,1,4,182,0,69632
992,6080,0.0147,0.125,8,1,1,32,1,4,182,0,69632
1008,5792,0.0148,0.125,8,1,1,32,1,4,182,0,69632
1024,5760,0.015,0.125,8,1,1,32,1,4,182,0,69632
1040,6080,0.015,0.125,9,1,1,32,1,4,182,0,69632
1056,6112,0.0155,0.125,9,1,1,32,1,4,182,0,69632
1072,5824,0.0156,0.125,9,1,1,32,1,4,182,0,69632
1088,5760,0.0156,0.125,9,1,1,32,1,4,182,0,69632
1104,6176,0.0164,0.125,9,1,1,32,1,4,182,0,69632
1120,6176,0.0165,0.125,9,1,1,32,1,4,182,0,69632
1136,5920,0.0161,0.125,9,1,1,32,1,4,182,0,69632
1152,5856,0.0165,0.125,9,1,1,32,1,4,182,0,69632
1168,6080,0.0172,0.125,10,1,1,32,1,4,182,0,69632
1184,6112,0.0174,0.125,10,1,1,32,1,4,182,0,69632
1200,5984,0.0179,0.125,10,1,1,32,1,4,182,0,69632
