tokens,latency_ns
16,19648
32,17888
48,17952
64,17888
80,17536
96,17760
112,18080
128,17600
144,21920
160,20928
176,19808
192,20256
208,20288
224,20096
240,19168
256,20128
272,25280
288,26208
304,25472
320,26080
336,25664
352,25760
368,25568
384,25536
400,28864
416,28416
432,29856
448,29504
464,29120
480,28384
496,28064
512,28544
528,32608
544,34912
560,35424
576,36864
592,33984
608,34624
624,34336
640,33472
656,38528
672,38400
688,37728
704,38528
720,39104
736,37632
752,37760
768,36736
784,43488
800,47040
816,47808
832,49152
848,48704
864,47552
880,48000
896,46624
912,49984
928,49024
944,52128
960,50080
976,50880
992,50912
1008,49600
1024,49344
1040,55616
1056,54976
1072,55264
1088,55072
1104,55712
1120,56096
1136,55872
1152,54464
1168,60448
1184,60480
1200,58976
1216,59904
1232,57184
1248,59168
1264,57632
1280,58368
1296,65760
1312,63520
1328,63008
1344,63552
1360,64672
1376,64672
1392,64704
1408,65408
1424,65600
1440,66432
1456,66624
1472,67488
1488,67392
1504,66912
1520,67456
1536,67584
1552,73440
1568,72800
1584,72192
1600,74592
1616,79424
1632,78368
1648,78656
1664,78944
1680,79456
1696,83136
1712,83168
1728,80352
1744,82112
1760,82208
1776,83392
1792,80576
1808,85504
1824,87776
1840,87840
1856,86432
1872,87648
1888,88416
1904,86496
1920,89280
1936,89184
1952,89760
1968,91104
1984,89504
2000,90208
2016,91680
2032,91616
2048,91136
2064,94688
2080,96992
2096,94400
2112,95040
2128,96032
2144,97408
2160,96768
2176,96768
2192,99040
2208,97888
2224,97824
2240,98976
2256,98912
2272,99296
2288,99200
2304,100544
2320,103264
2336,103168
2352,105312
2368,106944
2384,108928
2400,106368
2416,110528
2432,110176
2448,113888
2464,110720
2480,112416
2496,111680
2512,112480
2528,112512
2544,112992
2560,113792
2576,117312
2592,117824
2608,116672
2624,117344
2640,116064
2656,117696
2672,119424
2688,118688
2704,119072
2720,119904
2736,120224
2752,119584
2768,120640
2784,119616
2800,120544
2816,121856
2832,124512
2848,127168
2864,125952
2880,124864
2896,126432
2912,125216
2928,126784
2944,127072
2960,131520
2976,130976
2992,128608
3008,128992
3024,130272
3040,130688
3056,130208
3072,130880
3088,136928
3104,132800
3120,134336
3136,133600
3152,132896
3168,135872
3184,135744
3200,136736
3216,138784
3232,144160
3248,139200
3264,140288
3280,141344
3296,141024
3312,141056
3328,141056
3344,143264
3360,146400
3376,145536
3392,145312
3408,146208
3424,144928
3440,147744
3456,148032
3472,149120
