tokens,latency_ns
16,91840
32,88128
48,89856
64,89120
80,90816
96,88096
112,88704
128,87712
144,119744
160,114784
176,113312
192,114976
208,108800
224,105088
240,103616
256,104448
272,147040
288,142304
304,151200
320,149184
336,139008
352,136352
368,129312
384,129440
400,185888
416,177696
432,178848
448,179072
464,167840
480,162144
496,158560
512,156000
528,218304
544,223744
560,224736
576,228640
592,217600
608,215680
624,217184
640,216192
656,236096
672,242688
688,236768
704,240160
720,233504
736,236000
752,234336
768,236512
784,248192
800,260096
816,255808
832,255680
848,249760
864,244736
880,245568
896,243424
912,284768
928,292768
944,291072
960,291488
976,272480
992,268128
1008,266528
1024,264352
1040,331232
1056,326400
1072,326816
1088,333888
1104,325120
1120,321792
1136,318048
1152,324064
1168,351392
1184,350752
1200,353600
1216,354880
1232,347680
1248,342720
1264,340608
1280,342720
1296,359328
1312,367104
1328,357504
1344,360096
1360,349568
1376,351584
1392,350912
1408,353984
1424,393696
1440,399488
1456,390784
1472,397440
1488,387104
1504,380832
1520,381952
1536,383136
1552,429056
1568,437088
1584,429856
1600,439104
1616,432640
1632,434048
1648,432000
1664,428896
1680,442944
1696,453952
1712,446144
1728,448736
1744,435040
1760,436256
1776,441664
1792,433376
1808,481376
1824,463648
1840,470944
1856,463840
1872,455232
1888,457120
1904,458080
1920,458080
1936,475680
1952,483744
1968,488256
1984,491072
2000,480576
2016,479104
2032,477920
2048,478592
2064,535296
2080,532096
2096,533248
2112,531232
2128,534208
2144,533888
2160,534240
2176,537408
2192,563552
2208,565088
2224,554560
2240,566240
2256,556288
2272,556544
2288,557728
2304,557600
2320,618240
2336,610208
2352,609248
2368,583424
2384,600128
2400,573824
2416,578112
2432,576672
2448,635264
2464,608800
2480,634912
2496,620128
2512,608736
2528,609152
2544,590048
2560,587136
2576,671680
2592,677280
2608,662528
2624,659552
2640,668928
2656,635456
2672,637824
2688,641888
2704,681120
2720,702688
2736,705856
2752,693344
2768,681504
2784,665920
2800,665632
2816,664864
2832,726976
2848,728992
2864,720448
2880,714848
2896,713888
2912,703424
2928,688672
2944,689536
2960,745184
2976,749696
2992,755808
3008,734432
3024,714112
3040,722624
3056,723904
3072,709600
3088,762752
3104,794208
3120,782176
3136,770464
3152,767872
3168,766784
3184,767616
3200,753472
3216,789056
3232,808000
3248,801696
3264,800288
3280,796032
3296,803328
3312,779520
3328,780768
3344,815392
3360,856768
3376,839520
3392,825472
3408,824192
3424,807872
3440,805216
3456,795808
3472,867296
3488,887552
3504,878080
3520,866496
3536,858016
3552,849920
3568,810976
3584,826560
3600,911712
3616,892288
3632,883776
3648,896096
3664,899488
3680,893792
3696,863872
3712,867808
3728,949824
3744,945312
3760,933792
3776,930240
3792,909984
3808,914432
3824,903520
3840,894880
3856,997184
3872,948736
3888,967136
3904,984128
3920,958432
3936,933376
3952,922272
3968,919008
3984,1012864
4000,993440
4016,1000256
4032,979968
4048,986944
4064,974400
4080,969216
4096,959296
4112,1070944
4128,1051584
4144,1058720
4160,1045632
4176,1030272
4192,1025280
4208,1020576
4224,1026272
4240,1074144
4256,1054368
4272,1057760
4288,1045344
4304,1044576
4320,1014816
4336,1025280
4352,992768
4368,1080896
4384,1085728
4400,1078080
4416,1093152
4432,1080960
4448,1057856
4464,1037600
4480,1018496
4496,1102688
4512,1075456
4528,1095072
4544,1118016
4560,1102208
4576,1077856
4592,1037600
4608,1055104
4624,1143392
4640,1139520
4656,1137184
4672,1123520
4688,1118496
4704,1111040
4720,1079104
4736,1078112
4752,1162880
4768,1184864
4784,1174464
4800,1155808
4816,1162816
4832,1145696
4848,1129152
4864,1126432
4880,1223104
4896,1178336
4912,1182880
4928,1177184
4944,1192000
4960,1169248
4976,1146208
4992,1141280
5008,1263616
5024,1230304
5040,1234624
5056,1221440
5072,1189024
5088,1195520
5104,1180224
5120,1180704
5136,1269152
5152,1275232
5168,1269216
5184,1265792
5200,1259488
5216,1252128
5232,1208864
5248,1193344
5264,1253376
5280,1264640
5296,1293952
5312,1293056
5328,1253888
5344,1244096
5360,1241632
5376,1260192
5392,1281024
5408,1312640
5424,1303200
5440,1277664
5456,1299712
5472,1277248
5488,1260032
5504,1254816
5520,1315904
5536,1347872
5552,1327008
5568,1332608
5584,1313824
5600,1322528
5616,1290624
5632,1298368
5648,1391328
5664,1364320
5680,1373280
5696,1382848
5712,1366336
5728,1325664
5744,1271552
5760,1288608
5776,1393184
5792,1403808
5808,1395488
5824,1405184
5840,1388640
5856,1377056
5872,1341088
5888,1365472
5904,1449472
5920,1419456
5936,1443328
5952,1422656
5968,1438304
5984,1388384
6000,1377152
6016,1383008
6032,1471232
6048,1461280
6064,1471136
6080,1497568
6096,1445568
6112,1435456
6128,1443680
6144,1380832
6160,1507264
6176,1521312
6192,1492288
6208,1506400
6224,1477248
6240,1485248
6256,1476384
6272,1474304
6288,1520608
6304,1534336
6320,1521824
6336,1523328
6352,1520512
6368,1497376
6384,1506880
6400,1461696
6416,1549184
6432,1562880
6448,1557952
6464,1549728
6480,1527264
6496,1495456
6512,1487328
6528,1512992
6544,1568416
6560,1576576
6576,1563520
6592,1580896
6608,1580960
6624,1576640
6640,1546816
6656,1544160
6672,1613536
6688,1611008
6704,1615904
6720,1607200
6736,1592928
6752,1578208
6768,1526144
6784,1530048
6800,1659264
6816,1641504
6832,1640544
6848,1640800
6864,1623296
6880,1606688
6896,1559968
6912,1602720
6928,1654016
6944,1640384
6960,1626720
6976,1658112
6992,1639072
7008,1634048
7024,1620320
7040,1588800
7056,1692224
7072,1681536
7088,1696992
7104,1703840
7120,1678848
7136,1660864
7152,1621952
7168,1644448
7184,1727872
7200,1747168
7216,1710272
7232,1718784
7248,1708256
7264,1703456
7280,1665760
7296,1684576
7312,1755360
7328,1800032
7344,1793024
7360,1777152
7376,1784128
7392,1749056
7408,1729152
7424,1728448
7440,1783744
7456,1793280
7472,1800224
7488,1799136
7504,1776704
7520,1777216
7536,1725536
7552,1736608
7568,1822528
7584,1817664
7600,1823520
7616,1831488
7632,1801824
7648,1775520
7664,1767392
7680,1728288
7696,1864352
7712,1851296
7728,1840864
7744,1832576
7760,1842624
7776,1849120
7792,1795232
7808,1747072
7824,1903488
7840,1860992
7856,1878336
7872,1862816
7888,1852384
7904,1841856
7920,1831360
7936,1841568
7952,1905792
7968,1895584
7984,1902912
8000,1903424
8016,1905088
8032,1905824
8048,1872224
8064,1832544
8080,1927616
8096,1900448
8112,1931168
8128,1926560
8144,1907520
8160,1913664
8176,1899936
8192,1908288
