tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,6176,0.0109,0.125,16,1,2,32,1,4,182,0,69632
32,5920,0.0186,0.125,16,1,2,32,1,4,182,0,69632
48,5856,0.0266,0.125,16,1,2,32,1,4,182,0,69632
64,6080,0.0335,0.125,16,1,2,32,1,4,182,0,69632
80,6112,0.0391,0.125,16,1,2,32,1,4,182,0,69632
96,6112,0.0447,0.125,16,1,2,32,1,4,182,0,69632
112,6400,0.0525,0.125,16,1,2,32,1,4,182,0,69632
128,6144,0.0579,0.125,16,1,2,32,1,4,182,0,69632
144,6400,0.0659,0.125,32,1,2,32,1,4,182,0,69632
160,6528,0.0683,0.125,32,1,2,32,1,4,182,0,69632
176,6304,0.0776,0.125,32,1,2,32,1,4,182,0,69632
192,6432,0.0843,0.125,32,1,2,32,1,4,182,0,69632
208,6592,0.0886,0.125,32,1,2,32,1,4,182,0,69632
224,6560,0.0946,0.125,32,1,2,32,1,4,182,0,69632
240,6592,0.0998,0.125,32,1,2,32,1,4,182,0,69632
256,6592,0.102,0.125,32,1,2,32,1,4,182,0,69632
272,6624,0.1089,0.125,48,1,2,32,1,4,182,0,69632
288,6688,0.1173,0.125,48,1,2,32,1,4,182,0,69632
304,6560,0.122,0.125,48,1,2,32,1,4,182,0,69632
320,6688,0.1269,0.125,48,1,2,32,1,4,182,0,69632
336,6784,0.133,0.125,48,1,2,32,1,4,182,0,69632
352,6848,0.1401,0.125,48,1,2,32,1,4,182,0,69632
368,6816,0.1404,0.125,48,1,2,32,1,4,182,0,69632
384,6944,0.1486,0.125,48,1,2,32,1,4,182,0,69632
400,6880,0.1541,0.125,64,1,2,32,1,4,182,0,69632
416,6880,0.1594,0.125,64,1,2,32,1,4,182,0,69632
432,7136,0.1619,0.125,64,1,2,32,1,4,182,0,69632
448,7168,0.1697,0.125,64,1,2,32,1,4,182,0,69632
464,7200,0.171,0.125,64,1,2,32,1,4,182,0,69632
480,7168,0.1783,0.125,64,1,2,32,1,4,182,0,69632
496,7200,0.1825,0.125,64,1,2,32,1,4,182,0,69632
512,7168,0.1798,0.125,64,1,2,32,1,4,182,0,69632
528,9216,0.1583,0.125,80,1,2,32,1,4,182,0,69632
544,9344,0.1611,0.125,80,1,2,32,1,4,182,0,69632
560,9152,0.1662,0.125,80,1,2,32,1,4,182,0,69632
576,9152,0.1684,0.125,80,1,2,32,1,4,182,0,69632
592,9440,0.1701,0.125,80,1,2,32,1,4,182,0,69632
608,9408,0.1758,0.125,80,1,2,32,1,4,182,0,69632
624,9216,0.1774,0.125,80,1,2,32,1,4,182,0,69632
640,9408,0.1829,0.125,80,1,2,32,1,4,182,0,69632
656,9408,0.1881,0.125,96,1,2,32,1,4,182,0,69632
672,9280,0.186,0.125,96,1,2,32,1,4,182,0,69632
688,9312,0.1941,0.125,96,1,2,32,1,4,182,0,69632
704,9344,0.2024,0.125,96,1,2,32,1,4,182,0,69632
720,9440,0.202,0.125,96,1,2,32,1,4,182,0,69632
736,9536,0.2074,0.125,96,1,2,32,1,4,182,0,69632
752,9344,0.206,0.125,96,1,2,32,1,4,182,0,69632
768,9472,0.2108,0.125,96,1,2,32,1,4,182,0,69632
784,9344,0.2175,0.125,112,1,2,32,1,4,182,0,69632
800,9472,0.2208,0.125,112,1,2,32,1,4,182,0,69632
816,9440,0.2228,0.125,112,1,2,32,1,4,182,0,69632
832,9568,0.2213,0.125,112,1,2,32,1,4,182,0,69632
848,9696,0.2323,0.125,112,1,2,32,1,4,182,0,69632
864,9632,0.2353,0.125,112,1,2,32,1,4,182,0,69632
880,9568,0.2334,0.125,112,1,2,32,1,4,182,0,69632
896,9664,0.2311,0.125,112,1,2,32,1,4,182,0,69632
912,9888,0.2458,0.125,128,1,2,32,1,4,182,0,69632
928,9664,0.2425,0.125,128,1,2,32,1,4,182,0,69632
944,9856,0.2441,0.125,128,1,2,32,1,4,182,0,69632
960,9920,0.2493,0.125,128,1,2,32,1,4,182,0,69632
976,9952,0.2561,0.125,128,1,2,32,1,4,182,0,69632
992,9888,0.2594,0.125,128,1,2,32,1,4,182,0,69632
1008,9824,0.2592,0.125,128,1,2,32,1,4,182,0,69632
1024,10080,0.2603,0.125,128,1,2,32,1,4,182,0,69632
1040,11360,0.2452,0.125,96,1,2,32,1,4,182,0,69632
1056,11328,0.2518,0.125,96,1,2,32,1,4,182,0,69632
1072,11168,0.2541,0.125,96,1,2,32,1,4,182,0,69632
1088,11200,0.2506,0.125,96,1,2,32,1,4,182,0,69632
1104,11488,0.2483,0.125,96,1,2,32,1,4,182,0,69632
1120,11328,0.2547,0.125,96,1,2,32,1,4,182,0,69632
1136,11328,0.2661,0.125,96,1,2,32,1,4,182,0,69632
1152,11392,0.2648,0.125,96,1,2,32,1,4,182,0,69632
1168,11264,0.2774,0.125,112,1,2,32,1,4,182,0,69632
1184,11488,0.2767,0.125,112,1,2,32,1,4,182,0,69632
1200,11392,0.2763,0.125,112,1,2,32,1,4,182,0,69632
1216,11392,0.2861,0.125,112,1,2,32,1,4,182,0,69632
1232,11648,0.2865,0.125,112,1,2,32,1,4,182,0,69632
