tokens,latency_ns
16,19360
32,17984
48,18144
64,18048
80,18336
96,18528
112,18272
128,18464
144,18624
160,18816
176,18592
192,18720
208,18944
224,18944
240,18880
256,19136
272,19712
288,19872
304,20000
320,20192
336,20160
352,20224
368,20288
384,20576
400,20576
416,20512
432,20928
448,20992
464,20736
480,20896
496,21248
512,21344
528,21504
544,21472
560,21696
576,22112
592,21856
608,21984
624,21952
640,21984
656,22080
672,22176
688,22816
704,22624
720,22720
736,23008
752,23008
768,22848
784,24704
800,24736
816,24896
832,24928
848,24864
864,24736
880,24768
896,24992
912,24736
928,25024
944,25312
960,25248
976,25408
992,25632
1008,25568
1024,25568
1040,36448
1056,36704
1072,38976
1088,38432
1104,39136
1120,39040
1136,38944
1152,39168
1168,39776
1184,39488
1200,40000
1216,39296
1232,39808
1248,39872
1264,39968
1280,40032
1296,40672
1312,39968
1328,40448
1344,41024
1360,40544
1376,41184
1392,40896
1408,40800
1424,41152
1440,40832
1456,41504
1472,41792
1488,41184
1504,41600
1520,41664
1536,41664
1552,41632
1568,41568
1584,41920
1600,42496
1616,42176
1632,42560
1648,42368
1664,42368
1680,42560
1696,42688
1712,42656
1728,43328
1744,42720
1760,43168
1776,44288
1792,43328
1808,43776
1824,44448
1840,44128
1856,44480
1872,44544
1888,44928
1904,45472
1920,45184
1936,45760
1952,46208
1968,45792
1984,46304
2000,45920
2016,45952
2032,47392
2048,46848
2064,57440
2080,57856
2096,57824
2112,58208
2128,59008
2144,59584
2160,60288
2176,59712
2192,59872
2208,60576
2224,60544
2240,61376
2256,61120
2272,62880
2288,62144
2304,61824
2320,62016
2336,62048
2352,61920
2368,62304
2384,64224
2400,63616
2416,62560
2432,63104
2448,63040
2464,63936
2480,64288
2496,64096
2512,63968
2528,63776
2544,64640
2560,65056
2576,67584
2592,66432
2608,66240
2624,68032
2640,67008
2656,67360
2672,68288
2688,67488
2704,67808
2720,67456
2736,67392
2752,67360
2768,67680
2784,68672
2800,68128
2816,69504
2832,68768
2848,69216
2864,70304
2880,70208
2896,70176
2912,69280
2928,69088
2944,69248
2960,70976
2976,69856
2992,69248
3008,70016
3024,72128
3040,70336
3056,71200
3072,70720
3088,81376
3104,80896
3120,82528
3136,81664
3152,82240
3168,83296
3184,83136
3200,84928
3216,83008
3232,84032
3248,82912
3264,84192
3280,83040
3296,83552
3312,85088
3328,85760
3344,87200
3360,85984
3376,85056
3392,86752
3408,86912
3424,86272
3440,87456
3456,86816
3472,86816
3488,87968
3504,85856
3520,86016
3536,87936
3552,86976
3568,89056
3584,86656
3600,87808
3616,86880
3632,88288
3648,86976
3664,87424
3680,89376
3696,89312
3712,88672
3728,90048
3744,88960
3760,89824
3776,88672
3792,89216
3808,89024
3824,89792
3840,90272
3856,89120
3872,89728
3888,89792
3904,90784
3920,90848
3936,90720
3952,91008
3968,90592
3984,90400
4000,92480
4016,92160
4032,92000
4048,91936
4064,92544
4080,92992
4096,92160
4112,103552
4128,102912
4144,102304
4160,103392
4176,104160
4192,103296
4208,103136
4224,105120
4240,103264
4256,104448
4272,106176
4288,105056
4304,104896
4320,104288
4336,103968
4352,105920
4368,105632
4384,106208
4400,105952
4416,107200
4432,106272
4448,106944
4464,106240
4480,108032
4496,106368
4512,107584
4528,106656
4544,107808
4560,108224
4576,107360
4592,107840
4608,108480
4624,108192
4640,108800
4656,108416
4672,108480
4688,108352
4704,109376
4720,108608
4736,108896
4752,109760
4768,110496
4784,110080
4800,110336
4816,111072
4832,110432
4848,111296
4864,110048
4880,110816
4896,113088
4912,110912
4928,111328
4944,111936
4960,111904
4976,112736
4992,112160
5008,113728
5024,114208
5040,112960
5056,113216
5072,113824
5088,113312
5104,112800
5120,113504
5136,123136
5152,123776
5168,123840
5184,123424
5200,123392
5216,124352
5232,123584
5248,125088
5264,124832
5280,124960
5296,124768
5312,126080
5328,124992
5344,125312
5360,125408
5376,125184
5392,126848
5408,126848
5424,127264
5440,127264
5456,127264
5472,127584
5488,127968
5504,128864
5520,128384
5536,128736
5552,128672
5568,128096
5584,128736
5600,129792
5616,129632
5632,129696
5648,130144
5664,129984
5680,129728
5696,130560
5712,130016
5728,131200
5744,130848
5760,130752
5776,131296
5792,132224
5808,132096
5824,131488
5840,131584
5856,131200
5872,132640
5888,132320
5904,133088
5920,133472
5936,134528
5952,133216
5968,134048
5984,133632
6000,134656
6016,132608
6032,134880
6048,133152
6064,133440
6080,133632
6096,133632
6112,135712
6128,135456
6144,135008
6160,144576
6176,145376
6192,144096
6208,144448
6224,144608
6240,145504
6256,144832
6272,146336
6288,146176
6304,146560
6320,147168
6336,146208
6352,147328
6368,146400
6384,146304
6400,146752
6416,148960
6432,149664
6448,148704
6464,148192
6480,149984
6496,149984
6512,149696
6528,149824
6544,148896
6560,150400
6576,150784
6592,150272
6608,150976
6624,150784
6640,150368
6656,149568
6672,151008
6688,150944
6704,151680
6720,151616
6736,152576
6752,153120
6768,152480
6784,152928
6800,152320
6816,152160
6832,152864
6848,152896
6864,152992
6880,152768
6896,153024
6912,153216
6928,154112
6944,154240
6960,154400
6976,154784
6992,154656
7008,154368
7024,155296
7040,156160
7056,155392
7072,155072
7088,156384
7104,155072
7120,155680
7136,156864
7152,155552
7168,156672
7184,165568
7200,165280
7216,166016
