tokens,latency_ns
16,51424
32,50784
48,51040
64,50848
80,50880
96,51104
112,51136
128,51200
144,51232
160,51392
176,51584
192,51360
208,51744
224,52000
240,52320
256,52448
272,67072
288,64480
304,64800
320,65184
336,60512
352,62848
368,62336
384,57632
400,58144
416,56192
432,57536
448,56864
464,57184
480,57312
496,56992
512,57632
528,77792
544,78400
560,78528
576,78656
592,78816
608,79424
624,79744
640,79072
656,79584
672,79392
688,80288
704,80800
720,81024
736,80832
752,80832
768,80544
784,81504
800,84352
816,82016
832,82208
848,82272
864,83072
880,84128
896,83552
912,83136
928,83584
944,84352
960,83584
976,84800
992,84224
1008,84512
1024,85568
1040,122816
1056,123040
1072,124992
1088,126368
1104,124224
1120,123360
1136,123520
1152,125312
1168,126848
1184,126560
1200,125856
1216,127136
1232,126976
1248,127680
1264,127232
1280,127744
1296,133472
1312,133888
1328,135072
1344,132224
1360,129056
1376,130848
1392,130048
1408,129920
1424,130592
1440,129632
1456,130304
1472,129664
1488,130336
1504,131936
1520,130528
1536,130304
1552,149632
1568,150144
1584,151520
1600,151296
1616,150976
1632,151328
1648,149216
1664,152192
1680,151744
1696,149600
1712,152544
1728,152864
1744,152128
1760,151392
1776,150944
1792,152704
1808,153280
1824,154848
1840,155232
1856,155168
1872,155872
1888,155328
1904,155104
1920,155936
1936,154560
1952,155840
1968,154784
1984,157216
2000,158016
2016,155968
2032,156160
2048,156704
2064,193056
2080,193376
2096,194400
2112,196512
2128,194944
2144,193824
2160,194208
2176,194560
2192,194496
2208,194688
2224,195872
2240,194688
2256,196512
2272,195776
2288,196160
2304,197152
2320,197632
2336,198432
2352,200064
2368,197504
2384,198368
2400,197728
2416,198688
2432,200224
2448,199872
2464,200992
2480,200832
2496,201024
2512,202688
2528,205984
2544,203072
2560,203744
2576,220704
2592,220416
2608,221408
2624,221888
2640,222464
2656,222272
2672,221728
2688,223904
2704,221248
2720,223456
2736,223424
2752,223360
2768,222944
2784,223648
2800,223296
2816,224928
2832,225216
2848,224288
2864,230368
2880,228000
2896,224768
2912,227104
2928,225216
2944,226624
2960,226944
2976,227424
2992,227072
3008,228064
3024,228960
3040,228128
3056,228096
3072,228704
3088,264128
3104,265152
3120,263168
3136,265472
3152,264000
3168,266368
3184,264864
3200,263904
3216,264896
3232,264384
3248,266944
3264,265024
3280,265280
3296,264864
3312,265728
3328,266592
3344,267712
3360,270720
3376,273760
3392,269440
3408,268608
3424,268000
3440,267360
3456,267936
3472,269280
3488,269120
3504,272032
3520,271808
3536,270560
3552,272928
3568,271552
3584,273952
3600,276192
3616,279616
3632,275552
3648,276448
3664,276672
3680,276096
3696,276192
3712,275040
3728,276640
3744,279456
3760,276960
3776,276896
3792,278720
3808,277280
3824,279232
3840,278560
3856,297344
3872,300256
3888,296768
3904,296704
3920,297824
3936,298112
3952,297920
3968,298720
3984,297792
4000,297984
4016,298432
4032,298752
4048,299232
4064,300864
4080,298816
4096,298752
4112,323456
4128,326144
4144,326720
4160,325088
4176,321440
4192,322176
4208,320288
4224,321472
4240,323616
4256,323136
4272,320896
4288,322496
4304,324576
4320,321920
4336,324160
4352,323232
4368,342560
4384,343712
4400,346656
4416,345632
4432,342272
4448,342880
4464,345024
4480,343776
4496,343200
4512,344960
4528,344896
4544,343008
4560,344128
4576,345504
4592,345344
4608,347872
4624,348896
4640,348320
4656,348960
4672,348192
4688,347520
4704,349248
4720,349120
4736,349504
4752,348928
4768,347040
4784,350240
4800,351712
4816,350144
4832,350496
4848,351104
4864,353408
4880,368512
4896,369408
4912,369920
4928,370912
4944,370848
4960,371104
4976,373120
4992,374016
5008,374560
5024,373856
5040,374720
5056,374144
5072,374464
5088,376032
5104,376128
5120,375680
5136,396736
5152,399488
5168,397344
5184,398016
5200,396000
5216,391648
5232,392096
5248,395008
5264,391744
5280,392576
5296,393440
5312,392320
5328,392736
5344,393248
5360,392064
5376,394272
5392,410912
5408,411264
5424,412960
5440,412064
5456,416128
5472,415968
5488,415456
5504,417376
5520,415360
5536,415488
5552,414912
5568,416544
5584,417120
5600,416608
5616,417568
5632,417152
5648,423872
5664,419680
5680,418848
5696,420768
5712,415680
5728,415872
5744,418720
5760,418528
5776,418784
5792,418464
5808,418016
5824,418880
5840,417728
5856,419872
5872,417536
5888,417952
5904,438368
5920,435040
5936,439648
5952,442304
5968,441760
5984,441952
6000,441408
6016,441376
6032,442176
6048,442912
6064,440416
6080,442560
6096,442848
6112,440960
6128,443104
6144,444128
6160,467552
6176,467648
6192,466624
6208,465440
6224,463392
6240,462208
6256,460864
6272,463744
6288,456736
6304,462432
6320,458144
6336,461184
6352,460576
6368,460704
6384,460576
6400,464864
6416,484928
6432,483520
6448,484704
6464,484736
6480,483424
6496,484640
