tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,15264,0.0566,0.125,64,1,8,32,1,4,182,0,69632
32,15168,0.1043,0.125,64,1,8,32,1,4,182,0,69632
48,15232,0.1486,0.125,64,1,8,32,1,4,182,0,69632
64,15552,0.1924,0.125,64,1,8,32,1,4,182,0,69632
80,17248,0.2277,0.125,64,1,8,32,1,4,182,0,69632
96,16288,0.2691,0.125,64,1,8,32,1,4,182,0,69632
112,16544,0.3069,0.125,64,1,8,32,1,4,182,0,69632
128,16640,0.3367,0.125,64,1,8,32,1,4,182,0,69632
144,22048,0.3083,0.125,64,1,8,32,1,4,182,0,69632
160,22880,0.3432,0.125,64,1,8,32,1,4,182,0,69632
176,23264,0.3613,0.125,64,1,8,32,1,4,182,0,69632
192,23424,0.4073,0.125,64,1,8,32,1,4,182,0,69632
208,25504,0.4359,0.125,64,1,8,32,1,4,182,0,69632
224,27456,0.4611,0.125,64,1,8,32,1,4,182,0,69632
240,28320,0.4716,0.125,64,1,8,32,1,4,182,0,69632
256,28704,0.5018,0.125,64,1,8,32,1,4,182,0,69632
272,34176,0.4515,0.125,64,1,8,32,1,4,182,0,69632
288,35296,0.4815,0.125,64,1,8,32,1,4,182,0,69632
304,35456,0.5067,0.125,64,1,8,32,1,4,182,0,69632
320,36544,0.5346,0.125,64,1,8,32,1,4,182,0,69632
336,38400,0.549,0.125,64,1,8,32,1,4,182,0,69632
352,39328,0.5565,0.125,64,1,8,32,1,4,182,0,69632
368,39648,0.5812,0.125,64,1,8,32,1,4,182,0,69632
384,41216,0.5862,0.125,64,1,8,32,1,4,182,0,69632
400,47200,0.5545,0.125,64,1,8,32,1,4,182,0,69632
416,47200,0.5677,0.125,64,1,8,32,1,4,182,0,69632
432,47680,0.5828,0.125,64,1,8,32,1,4,182,0,69632
448,47200,0.6061,0.125,64,1,8,32,1,4,182,0,69632
464,49344,0.6101,0.125,64,1,8,32,1,4,182,0,69632
480,51168,0.6271,0.125,64,1,8,32,1,4,182,0,69632
496,50400,0.6394,0.125,64,1,8,32,1,4,182,0,69632
512,52384,0.6509,0.125,64,1,8,32,1,4,182,0,69632
528,55968,0.6109,0.125,64,1,8,32,1,4,182,0,69632
544,57056,0.6276,0.125,64,1,8,32,1,4,182,0,69632
560,57760,0.634,0.125,64,1,8,32,1,4,182,0,69632
576,57504,0.6513,0.125,64,1,8,32,1,4,182,0,69632
592,58720,0.6557,0.125,64,1,8,32,1,4,182,0,69632
608,60192,0.6666,0.125,64,1,8,32,1,4,182,0,69632
624,61344,0.6833,0.125,64,1,8,32,1,4,182,0,69632
640,61120,0.683,0.125,64,1,8,32,1,4,182,0,69632
656,66112,0.6654,0.125,64,1,8,32,1,4,182,0,69632
672,66752,0.6666,0.125,64,1,8,32,1,4,182,0,69632
688,66848,0.6845,0.125,64,1,8,32,1,4,182,0,69632
704,68288,0.6921,0.125,64,1,8,32,1,4,182,0,69632
720,68224,0.697,0.125,64,1,8,32,1,4,182,0,69632
736,69536,0.6986,0.125,64,1,8,32,1,4,182,0,69632
752,69888,0.7193,0.125,64,1,8,32,1,4,182,0,69632
768,70944,0.7294,0.125,64,1,8,32,1,4,182,0,69632
784,74592,0.6827,0.125,64,1,8,32,1,4,182,0,69632
800,76032,0.6922,0.125,64,1,8,32,1,4,182,0,69632
816,76000,0.7075,0.125,64,1,8,32,1,4,182,0,69632
832,76992,0.7164,0.125,64,1,8,32,1,4,182,0,69632
848,77696,0.7239,0.125,64,1,8,32,1,4,182,0,69632
864,79488,0.735,0.125,64,1,8,32,1,4,182,0,69632
880,80032,0.7526,0.125,64,1,8,32,1,4,182,0,69632
896,79936,0.7452,0.125,64,1,8,32,1,4,182,0,69632
912,84576,0.7232,0.125,64,1,8,32,1,4,182,0,69632
928,85024,0.7217,0.125,64,1,8,32,1,4,182,0,69632
944,85184,0.7357,0.125,64,1,8,32,1,4,182,0,69632
960,86432,0.7489,0.125,64,1,8,32,1,4,182,0,69632
976,87808,0.7322,0.125,64,1,8,32,1,4,182,0,69632
992,87488,0.7617,0.125,64,1,8,32,1,4,182,0,69632
1008,89184,0.7659,0.125,64,1,8,32,1,4,182,0,69632
1024,89024,0.7609,0.125,64,1,8,32,1,4,182,0,69632
1040,92544,0.7374,0.125,64,1,8,32,1,4,182,0,69632
1056,94272,0.7368,0.125,64,1,8,32,1,4,182,0,69632
1072,94048,0.7503,0.125,64,1,8,32,1,4,182,0,69632
1088,95008,0.7599,0.125,64,1,8,32,1,4,182,0,69632
1104,96032,0.7674,0.125,64,1,8,32,1,4,182,0,69632
1120,95072,0.7778,0.125,64,1,8,32,1,4,182,0,69632
1136,97568,0.791,0.125,64,1,8,32,1,4,182,0,69632
