tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,9504,0.0051,0.125,1,1,8,32,1,4,180,0,69632
32,8960,0.0084,0.125,1,1,8,32,1,4,180,0,69632
48,9280,0.0114,0.125,1,1,8,32,1,4,180,0,69632
64,9376,0.0144,0.125,1,1,8,32,1,4,180,0,69632
80,9408,0.017,0.125,1,1,8,32,1,4,180,0,69632
96,9632,0.0201,0.125,1,1,8,32,1,4,180,0,69632
112,9664,0.0228,0.125,1,1,8,32,1,4,180,0,69632
128,9760,0.026,0.125,1,1,8,32,1,4,180,0,69632
144,9888,0.0283,0.125,2,1,8,32,1,4,180,0,69632
160,9984,0.0311,0.125,2,1,8,32,1,4,180,0,69632
176,9952,0.0336,0.125,2,1,8,32,1,4,180,0,69632
192,10016,0.0365,0.125,2,1,8,32,1,4,180,0,69632
208,9984,0.0396,0.125,2,1,8,32,1,4,180,0,69632
224,10048,0.0419,0.125,2,1,8,32,1,4,180,0,69632
240,10048,0.0449,0.125,2,1,8,32,1,4,180,0,69632
256,10048,0.0467,0.125,2,1,8,32,1,4,180,0,69632
272,10176,0.0505,0.125,3,1,8,32,1,4,180,0,69632
288,10080,0.0519,0.125,3,1,8,32,1,4,180,0,69632
304,10048,0.0556,0.125,3,1,8,32,1,4,180,0,69632
320,10144,0.0585,0.125,3,1,8,32,1,4,180,0,69632
336,10111,0.0607,0.125,3,1,8,32,1,4,180,0,69632
352,10144,0.0638,0.125,3,1,8,32,1,4,180,0,69632
368,10176,0.0661,0.125,3,1,8,32,1,4,180,0,69632
384,10143,0.0699,0.125,3,1,8,32,1,4,180,0,69632
400,10176,0.0711,0.125,4,1,8,32,1,4,180,0,69632
416,10176,0.0743,0.125,4,1,8,32,1,4,180,0,69632
432,10208,0.0772,0.125,4,1,8,32,1,4,180,0,69632
448,10208,0.0798,0.125,4,1,8,32,1,4,180,0,69632
464,10176,0.0811,0.125,4,1,8,32,1,4,180,0,69632
480,10208,0.085,0.125,4,1,8,32,1,4,180,0,69632
496,10240,0.0876,0.125,4,1,8,32,1,4,180,0,69632
512,10240,0.0902,0.125,4,1,8,32,1,4,180,0,69632
528,10240,0.0917,0.125,5,1,8,32,1,4,180,0,69632
544,10272,0.0938,0.125,5,1,8,32,1,4,180,0,69632
560,10208,0.0972,0.125,5,1,8,32,1,4,180,0,69632
576,10272,0.1005,0.125,5,1,8,32,1,4,180,0,69632
592,10272,0.1017,0.125,5,1,8,32,1,4,180,0,69632
608,10240,0.1056,0.125,5,1,8,32,1,4,180,0,69632
624,10240,0.1076,0.125,5,1,8,32,1,4,180,0,69632
640,10336,0.1099,0.125,5,1,8,32,1,4,180,0,69632
656,10304,0.1117,0.125,6,1,8,32,1,4,180,0,69632
672,10336,0.117,0.125,6,1,8,32,1,4,180,0,69632
688,10368,0.1178,0.125,6,1,8,32,1,4,180,0,69632
704,10336,0.1199,0.125,6,1,8,32,1,4,180,0,69632
720,10400,0.1219,0.125,6,1,8,32,1,4,180,0,69632
736,10400,0.1255,0.125,6,1,8,32,1,4,180,0,69632
752,10368,0.1271,0.125,6,1,8,32,1,4,180,0,69632
768,10336,0.1291,0.125,6,1,8,32,1,4,180,0,69632
784,10432,0.1302,0.125,7,1,8,32,1,4,180,0,69632
800,10400,0.1341,0.125,7,1,8,32,1,4,180,0,69632
816,10432,0.1355,0.125,7,1,8,32,1,4,180,0,69632
832,10464,0.137,0.125,7,1,8,32,1,4,180,0,69632
848,10560,0.1414,0.125,7,1,8,32,1,4,180,0,69632
864,10432,0.1402,0.125,7,1,8,32,1,4,180,0,69632
880,10432,0.1442,0.125,7,1,8,32,1,4,180,0,69632
896,10496,0.1473,0.125,7,1,8,32,1,4,180,0,69632
912,10367,0.1461,0.125,8,1,8,32,1,4,180,0,69632
928,10432,0.1518,0.125,8,1,8,32,1,4,180,0,69632
944,10496,0.1517,0.125,8,1,8,32,1,4,180,0,69632
960,10528,0.15,0.125,8,1,8,32,1,4,180,0,69632
976,10528,0.1593,0.125,8,1,8,32,1,4,180,0,69632
992,10560,0.1621,0.125,8,1,8,32,1,4,180,0,69632
1008,10560,0.1619,0.125,8,1,8,32,1,4,180,0,69632
1024,10528,0.1648,0.125,8,1,8,32,1,4,180,0,69632
1040,10720,0.167,0.125,9,1,8,32,1,4,180,0,69632
1056,10656,0.1691,0.125,9,1,8,32,1,4,180,0,69632
1072,10720,0.1715,0.125,9,1,8,32,1,4,180,0,69632
1088,10880,0.1737,0.125,9,1,8,32,1,4,180,0,69632
1104,10783,0.1764,0.125,9,1,8,32,1,4,180,0,69632
1120,10752,0.1765,0.125,9,1,8,32,1,4,180,0,69632
1136,10720,0.1789,0.125,9,1,8,32,1,4,180,0,69632
1152,10752,0.1825,0.125,9,1,8,32,1,4,180,0,69632
1168,10944,0.1841,0.125,10,1,8,32,1,4,180,0,69632
1184,10880,0.1862,0.125,10,1,8,32,1,4,180,0,69632
1200,10912,0.1866,0.125,10,1,8,32,1,4,180,0,69632
1216,10912,0.1895,0.125,10,1,8,32,1,4,180,0,69632
1232,10944,0.1918,0.125,10,1,8,32,1,4,180,0,69632
1248,10912,0.192,0.125,10,1,8,32,1,4,180,0,69632
1264,10912,0.1968,0.125,10,1,8,32,1,4,180,0,69632
1280,10912,0.1978,0.125,10,1,8,32,1,4,180,0,69632
1296,11263,0.1975,0.125,11,1,8,32,1,4,180,0,69632
1312,11072,0.1975,0.125,11,1,8,32,1,4,180,0,69632
1328,11008,0.2019,0.125,11,1,8,32,1,4,180,0,69632
1344,11040,0.2033,0.125,11,1,8,32,1,4,180,0,69632
1360,11136,0.2024,0.125,11,1,8,32,1,4,180,0,69632
1376,11136,0.2057,0.125,11,1,8,32,1,4,180,0,69632
1392,11103,0.2092,0.125,11,1,8,32,1,4,180,0,69632
1408,11136,0.2061,0.125,11,1,8,32,1,4,180,0,69632
1424,11360,0.2118,0.125,12,1,8,32,1,4,180,0,69632
1440,11136,0.2112,0.125,12,1,8,32,1,4,180,0,69632
1456,11200,0.2152,0.125,12,1,8,32,1,4,180,0,69632
1472,11296,0.217,0.125,12,1,8,32,1,4,180,0,69632
1488,11040,0.2193,0.125,12,1,8,32,1,4,180,0,69632
1504,11072,0.2238,0.125,12,1,8,32,1,4,180,0,69632
1520,11200,0.22,0.125,12,1,8,32,1,4,180,0,69632
1536,11199,0.2265,0.125,12,1,8,32,1,4,180,0,69632
1552,11136,0.224,0.125,13,1,8,32,1,4,180,0,69632
1568,11296,0.2242,0.125,13,1,8,32,1,4,180,0,69632
1584,11200,0.2315,0.125,13,1,8,32,1,4,180,0,69632
1600,11328,0.2297,0.125,13,1,8,32,1,4,180,0,69632
1616,11168,0.2363,0.125,13,1,8,32,1,4,180,0,69632
1632,11200,0.2376,0.125,13,1,8,32,1,4,180,0,69632
1648,11328,0.2361,0.125,13,1,8,32,1,4,180,0,69632
1664,11296,0.2394,0.125,13,1,8,32,1,4,180,0,69632
1680,14720,0.1964,0.125,14,1,8,32,1,4,180,0,69632
1696,14784,0.2019,0.125,14,1,8,32,1,4,180,0,69632
1712,14848,0.2017,0.125,14,1,8,32,1,4,180,0,69632
1728,14720,0.2027,0.125,14,1,8,32,1,4,180,0,69632
1744,14912,0.2011,0.125,14,1,8,32,1,4,180,0,69632
1760,14847,0.2019,0.125,14,1,8,32,1,4,180,0,69632
1776,14880,0.202,0.125,14,1,8,32,1,4,180,0,69632
1792,15040,0.2055,0.125,14,1,8,32,1,4,180,0,69632
1808,15072,0.208,0.125,15,1,8,32,1,4,180,0,69632
1824,14912,0.206,0.125,15,1,8,32,1,4,180,0,69632
1840,15104,0.2093,0.125,15,1,8,32,1,4,180,0,69632
1856,15072,0.2091,0.125,15,1,8,32,1,4,180,0,69632
1872,15168,0.2131,0.125,15,1,8,32,1,4,180,0,69632
1888,15136,0.2114,0.125,15,1,8,32,1,4,180,0,69632
1904,15264,0.2158,0.125,15,1,8,32,1,4,180,0,69632
1920,14976,0.217,0.125,15,1,8,32,1,4,180,0,69632
1936,15040,0.2176,0.125,16,1,8,32,1,4,180,0,69632
1952,15232,0.2182,0.125,16,1,8,32,1,4,180,0,69632
1968,15136,0.2231,0.125,16,1,8,32,1,4,180,0,69632
1984,15232,0.2253,0.125,16,1,8,32,1,4,180,0,69632
2000,15200,0.2244,0.125,16,1,8,32,1,4,180,0,69632
2016,15072,0.2257,0.125,16,1,8,32,1,4,180,0,69632
2032,15200,0.2272,0.125,16,1,8,32,1,4,180,0,69632
2048,15136,0.2311,0.125,16,1,8,32,1,4,180,0,69632
2064,15104,0.2348,0.125,17,1,8,32,1,4,180,0,69632
2080,15231,0.2332,0.125,17,1,8,32,1,4,180,0,69632
2096,15040,0.2356,0.125,17,1,8,32,1,4,180,0,69632
2112,15167,0.237,0.125,17,1,8,32,1,4,180,0,69632
2128,15072,0.2387,0.125,17,1,8,32,1,4,180,0,69632
2144,15168,0.2379,0.125,17,1,8,32,1,4,180,0,69632
2160,15232,0.241,0.125,17,1,8,32,1,4,180,0,69632
2176,15200,0.2437,0.125,17,1,8,32,1,4,180,0,69632
2192,15200,0.2449,0.125,18,1,8,32,1,4,180,0,69632
2208,15040,0.2456,0.125,18,1,8,32,1,4,180,0,69632
2224,15104,0.2471,0.125,18,1,8,32,1,4,180,0,69632
2240,15200,0.2455,0.125,18,1,8,32,1,4,180,0,69632
2256,15232,0.249,0.125,18,1,8,32,1,4,180,0,69632
2272,15199,0.2494,0.125,18,1,8,32,1,4,180,0,69632
2288,15424,0.2503,0.125,18,1,8,32,1,4,180,0,69632
2304,15328,0.2515,0.125,18,1,8,32,1,4,180,0,69632
2320,15360,0.2546,0.125,19,1,8,32,1,4,180,0,69632
2336,15328,0.2584,0.125,19,1,8,32,1,4,180,0,69632
2352,15264,0.2559,0.125,19,1,8,32,1,4,180,0,69632
2368,15424,0.2531,0.125,19,1,8,32,1,4,180,0,69632
2384,15328,0.2623,0.125,19,1,8,32,1,4,180,0,69632
2400,15328,0.2608,0.125,19,1,8,32,1,4,180,0,69632
2416,15327,0.2657,0.125,19,1,8,32,1,4,180,0,69632
2432,15360,0.2634,0.125,19,1,8,32,1,4,180,0,69632
2448,15232,0.2663,0.125,20,1,8,32,1,4,180,0,69632
2464,15264,0.2685,0.125,20,1,8,32,1,4,180,0,69632
2480,15328,0.2678,0.125,20,1,8,32,1,4,180,0,69632
2496,15167,0.2672,0.125,20,1,8,32,1,4,180,0,69632
2512,15168,0.2706,0.125,20,1,8,32,1,4,180,0,69632
2528,15296,0.2711,0.125,20,1,8,32,1,4,180,0,69632
2544,15264,0.2751,0.125,20,1,8,32,1,4,180,0,69632
2560,15264,0.2692,0.125,20,1,8,32,1,4,180,0,69632
2576,15200,0.2743,0.125,21,1,8,32,1,4,180,0,69632
2592,15200,0.2761,0.125,21,1,8,32,1,4,180,0,69632
2608,15264,0.2809,0.125,21,1,8,32,1,4,180,0,69632
2624,15232,0.2805,0.125,21,1,8,32,1,4,180,0,69632
2640,15328,0.2769,0.125,21,1,8,32,1,4,180,0,69632
2656,15168,0.2865,0.125,21,1,8,32,1,4,180,0,69632
2672,15200,0.2876,0.125,21,1,8,32,1,4,180,0,69632
2688,15168,0.2863,0.125,21,1,8,32,1,4,180,0,69632
2704,15424,0.2838,0.125,22,1,8,32,1,4,180,0,69632
2720,15456,0.2869,0.125,22,1,8,32,1,4,180,0,69632
2736,15488,0.2877,0.125,22,1,8,32,1,4,180,0,69632
2752,15520,0.2846,0.125,22,1,8,32,1,4,180,0,69632
2768,15424,0.2891,0.125,22,1,8,32,1,4,180,0,69632
2784,15424,0.2896,0.125,22,1,8,32,1,4,180,0,69632
2800,15584,0.2859,0.125,22,1,8,32,1,4,180,0,69632
2816,15424,0.2929,0.125,22,1,8,32,1,4,180,0,69632
2832,15488,0.2942,0.125,23,1,8,32,1,4,180,0,69632
2848,15616,0.2939,0.125,23,1,8,32,1,4,180,0,69632
2864,15584,0.2927,0.125,23,1,8,32,1,4,180,0,69632
2880,15488,0.2951,0.125,23,1,8,32,1,4,180,0,69632
2896,15712,0.2951,0.125,23,1,8,32,1,4,180,0,69632
2912,15488,0.2975,0.125,23,1,8,32,1,4,180,0,69632
2928,15552,0.3002,0.125,23,1,8,32,1,4,180,0,69632
2944,15456,0.2996,0.125,23,1,8,32,1,4,180,0,69632
2960,15776,0.3012,0.125,24,1,8,32,1,4,180,0,69632
2976,15904,0.3018,0.125,24,1,8,32,1,4,180,0,69632
2992,15712,0.3058,0.125,24,1,8,32,1,4,180,0,69632
3008,15712,0.3014,0.125,24,1,8,32,1,4,180,0,69632
3024,15808,0.3083,0.125,24,1,8,32,1,4,180,0,69632
3040,15904,0.3056,0.125,24,1,8,32,1,4,180,0,69632
3056,15712,0.3067,0.125,24,1,8,32,1,4,180,0,69632
3072,15936,0.3109,0.125,24,1,8,32,1,4,180,0,69632
3088,16032,0.3107,0.125,25,1,8,32,1,4,180,0,69632
3104,16192,0.3089,0.125,25,1,8,32,1,4,180,0,69632
3120,16192,0.3062,0.125,25,1,8,32,1,4,180,0,69632
3136,16128,0.3084,0.125,25,1,8,32,1,4,180,0,69632
3152,16224,0.3089,0.125,25,1,8,32,1,4,180,0,69632
3168,16128,0.317,0.125,25,1,8,32,1,4,180,0,69632
3184,15936,0.317,0.125,25,1,8,32,1,4,180,0,69632
3200,16096,0.3143,0.125,25,1,8,32,1,4,180,0,69632
3216,15680,0.3239,0.125,26,1,8,32,1,4,180,0,69632
3232,15808,0.3225,0.125,26,1,8,32,1,4,180,0,69632
3248,15776,0.3227,0.125,26,1,8,32,1,4,180,0,69632
3264,15840,0.3248,0.125,26,1,8,32,1,4,180,0,69632
3280,15712,0.3237,0.125,26,1,8,32,1,4,180,0,69632
3296,15744,0.3286,0.125,26,1,8,32,1,4,180,0,69632
3312,15711,0.3254,0.125,26,1,8,32,1,4,180,0,69632
3328,15904,0.327,0.125,26,1,8,32,1,4,180,0,69632
3344,16160,0.3237,0.125,27,1,8,32,1,4,180,0,69632
3360,16160,0.3249,0.125,27,1,8,32,1,4,180,0,69632
3376,16224,0.3268,0.125,27,1,8,32,1,4,180,0,69632
3392,16320,0.3207,0.125,27,1,8,32,1,4,180,0,69632
3408,16224,0.3233,0.125,27,1,8,32,1,4,180,0,69632
3424,16224,0.3258,0.125,27,1,8,32,1,4,180,0,69632
3440,16192,0.3306,0.125,27,1,8,32,1,4,180,0,69632
3456,16192,0.334,0.125,27,1,8,32,1,4,180,0,69632
3472,18240,0.3223,0.125,19,1,8,32,1,4,180,0,69632
3488,18144,0.3207,0.125,19,1,8,32,1,4,180,0,69632
3504,18399,0.3277,0.125,19,1,8,32,1,4,180,0,69632
3520,18272,0.3291,0.125,19,1,8,32,1,4,180,0,69632
3536,18240,0.3301,0.125,19,1,8,32,1,4,180,0,69632
3552,18144,0.3288,0.125,19,1,8,32,1,4,180,0,69632
3568,18336,0.3273,0.125,19,1,8,32,1,4,180,0,69632
3584,18368,0.3319,0.125,19,1,8,32,1,4,180,0,69632
3600,17888,0.3294,0.125,19,1,8,32,1,4,180,0,69632
3616,17856,0.3339,0.125,19,1,8,32,1,4,180,0,69632
3632,18048,0.336,0.125,19,1,8,32,1,4,180,0,69632
3648,17984,0.3346,0.125,19,1,8,32,1,4,180,0,69632
3664,17951,0.3386,0.125,20,1,8,32,1,4,180,0,69632
3680,17920,0.3412,0.125,20,1,8,32,1,4,180,0,69632
3696,17856,0.3432,0.125,20,1,8,32,1,4,180,0,69632
3712,17888,0.3443,0.125,20,1,8,32,1,4,180,0,69632
3728,17984,0.3393,0.125,20,1,8,32,1,4,180,0,69632
3744,17920,0.3431,0.125,20,1,8,32,1,4,180,0,69632
3760,17920,0.3403,0.125,20,1,8,32,1,4,180,0,69632
3776,18112,0.3487,0.125,20,1,8,32,1,4,180,0,69632
3792,18048,0.3442,0.125,20,1,8,32,1,4,180,0,69632
3808,18048,0.3438,0.125,20,1,8,32,1,4,180,0,69632
3824,18048,0.3518,0.125,20,1,8,32,1,4,180,0,69632
3840,17984,0.3478,0.125,20,1,8,32,1,4,180,0,69632
3856,17824,0.3475,0.125,21,1,8,32,1,4,180,0,69632
3872,18336,0.3571,0.125,21,1,8,32,1,4,180,0,69632
3888,17856,0.3591,0.125,21,1,8,32,1,4,180,0,69632
3904,18112,0.3515,0.125,21,1,8,32,1,4,180,0,69632
3920,18016,0.3557,0.125,21,1,8,32,1,4,180,0,69632
3936,18208,0.354,0.125,21,1,8,32,1,4,180,0,69632
3952,18048,0.3583,0.125,21,1,8,32,1,4,180,0,69632
3968,18048,0.3576,0.125,21,1,8,32,1,4,180,0,69632
3984,17888,0.3646,0.125,21,1,8,32,1,4,180,0,69632
4000,18144,0.3636,0.125,21,1,8,32,1,4,180,0,69632
4016,17856,0.3638,0.125,21,1,8,32,1,4,180,0,69632
4032,18176,0.3598,0.125,21,1,8,32,1,4,180,0,69632
4048,18112,0.3628,0.125,22,1,8,32,1,4,180,0,69632
4064,18048,0.359,0.125,22,1,8,32,1,4,180,0,69632
4080,18144,0.3619,0.125,22,1,8,32,1,4,180,0,69632
4096,18080,0.366,0.125,22,1,8,32,1,4,180,0,69632
4112,17984,0.3654,0.125,22,1,8,32,1,4,180,0,69632
4128,18240,0.3637,0.125,22,1,8,32,1,4,180,0,69632
4144,18368,0.361,0.125,22,1,8,32,1,4,180,0,69632
4160,18400,0.3678,0.125,22,1,8,32,1,4,180,0,69632
4176,18271,0.3745,0.125,22,1,8,32,1,4,180,0,69632
4192,18400,0.3675,0.125,22,1,8,32,1,4,180,0,69632
4208,18304,0.3669,0.125,22,1,8,32,1,4,180,0,69632
4224,18240,0.376,0.125,22,1,8,32,1,4,180,0,69632
4240,18368,0.3722,0.125,23,1,8,32,1,4,180,0,69632
4256,18464,0.3732,0.125,23,1,8,32,1,4,180,0,69632
4272,18400,0.3731,0.125,23,1,8,32,1,4,180,0,69632
4288,18528,0.3777,0.125,23,1,8,32,1,4,180,0,69632
4304,18496,0.3812,0.125,23,1,8,32,1,4,180,0,69632
4320,18368,0.3808,0.125,23,1,8,32,1,4,180,0,69632
4336,18464,0.3773,0.125,23,1,8,32,1,4,180,0,69632
4352,18496,0.3783,0.125,23,1,8,32,1,4,180,0,69632
4368,18304,0.3814,0.125,23,1,8,32,1,4,180,0,69632
4384,18527,0.3835,0.125,23,1,8,32,1,4,180,0,69632
4400,18688,0.3894,0.125,23,1,8,32,1,4,180,0,69632
4416,18496,0.3867,0.125,23,1,8,32,1,4,180,0,69632
4432,18240,0.3795,0.125,24,1,8,32,1,4,180,0,69632
4448,18400,0.3939,0.125,24,1,8,32,1,4,180,0,69632
4464,18272,0.3934,0.125,24,1,8,32,1,4,180,0,69632
4480,18528,0.393,0.125,24,1,8,32,1,4,180,0,69632
4496,18624,0.3951,0.125,24,1,8,32,1,4,180,0,69632
4512,18688,0.3959,0.125,24,1,8,32,1,4,180,0,69632
4528,18624,0.3941,0.125,24,1,8,32,1,4,180,0,69632
4544,18560,0.3955,0.125,24,1,8,32,1,4,180,0,69632
4560,18592,0.3928,0.125,24,1,8,32,1,4,180,0,69632
4576,18752,0.3973,0.125,24,1,8,32,1,4,180,0,69632
4592,18528,0.3922,0.125,24,1,8,32,1,4,180,0,69632
4608,18528,0.3967,0.125,24,1,8,32,1,4,180,0,69632
4624,18592,0.4,0.125,25,1,8,32,1,4,180,0,69632
4640,18752,0.4005,0.125,25,1,8,32,1,4,180,0,69632
4656,18720,0.402,0.125,25,1,8,32,1,4,180,0,69632
4672,18752,0.4038,0.125,25,1,8,32,1,4,180,0,69632
4688,18624,0.4076,0.125,25,1,8,32,1,4,180,0,69632
4704,18560,0.4024,0.125,25,1,8,32,1,4,180,0,69632
4720,18624,0.4016,0.125,25,1,8,32,1,4,180,0,69632
4736,18784,0.4074,0.125,25,1,8,32,1,4,180,0,69632
4752,18752,0.4059,0.125,25,1,8,32,1,4,180,0,69632
4768,18752,0.4129,0.125,25,1,8,32,1,4,180,0,69632
4784,18912,0.4058,0.125,25,1,8,32,1,4,180,0,69632
4800,18816,0.4106,0.125,25,1,8,32,1,4,180,0,69632
4816,18976,0.4134,0.125,26,1,8,32,1,4,180,0,69632
4832,18688,0.4111,0.125,26,1,8,32,1,4,180,0,69632
4848,18912,0.4089,0.125,26,1,8,32,1,4,180,0,69632
4864,18848,0.4148,0.125,26,1,8,32,1,4,180,0,69632
4880,18880,0.4215,0.125,26,1,8,32,1,4,180,0,69632
4896,18944,0.4143,0.125,26,1,8,32,1,4,180,0,69632
4912,18976,0.4174,0.125,26,1,8,32,1,4,180,0,69632
4928,19008,0.4131,0.125,26,1,8,32,1,4,180,0,69632
4944,19071,0.421,0.125,26,1,8,32,1,4,180,0,69632
4960,19072,0.4198,0.125,26,1,8,32,1,4,180,0,69632
4976,18784,0.4201,0.125,26,1,8,32,1,4,180,0,69632
4992,18784,0.4154,0.125,26,1,8,32,1,4,180,0,69632
5008,19008,0.4237,0.125,27,1,8,32,1,4,180,0,69632
5024,18944,0.4203,0.125,27,1,8,32,1,4,180,0,69632
5040,18912,0.4246,0.125,27,1,8,32,1,4,180,0,69632
5056,18976,0.4233,0.125,27,1,8,32,1,4,180,0,69632
5072,18848,0.4252,0.125,27,1,8,32,1,4,180,0,69632
5088,19072,0.4263,0.125,27,1,8,32,1,4,180,0,69632
5104,19072,0.4303,0.125,27,1,8,32,1,4,180,0,69632
5120,19008,0.4278,0.125,27,1,8,32,1,4,180,0,69632
5136,19040,0.4298,0.125,27,1,8,32,1,4,180,0,69632
5152,18880,0.4315,0.125,27,1,8,32,1,4,180,0,69632
5168,19008,0.4226,0.125,27,1,8,32,1,4,180,0,69632
5184,19103,0.4286,0.125,27,1,8,32,1,4,180,0,69632
5200,18272,0.4313,0.125,21,1,8,32,1,4,180,0,69632
5216,18367,0.4311,0.125,21,1,8,32,1,4,180,0,69632
5232,18112,0.4296,0.125,21,1,8,32,1,4,180,0,69632
5248,18080,0.4315,0.125,21,1,8,32,1,4,180,0,69632
5264,18528,0.4319,0.125,21,1,8,32,1,4,180,0,69632
