tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,10208,0.0023,0.125,1,1,2,32,1,4,180,0,69632
32,9056,0.0033,0.125,1,1,2,32,1,4,180,0,69632
48,9152,0.0041,0.125,1,1,2,32,1,4,180,0,69632
64,9216,0.0048,0.125,1,1,2,32,1,4,180,0,69632
80,9376,0.0054,0.125,1,1,2,32,1,4,180,0,69632
96,9440,0.0062,0.125,1,1,2,32,1,4,180,0,69632
112,9536,0.0069,0.125,1,1,2,32,1,4,180,0,69632
128,9568,0.0075,0.125,1,1,2,32,1,4,180,0,69632
144,9920,0.0081,0.125,2,1,2,32,1,4,180,0,69632
160,10016,0.009,0.125,2,1,2,32,1,4,180,0,69632
176,9855,0.0097,0.125,2,1,2,32,1,4,180,0,69632
192,9920,0.0106,0.125,2,1,2,32,1,4,180,0,69632
208,9792,0.0109,0.125,2,1,2,32,1,4,180,0,69632
224,9824,0.0118,0.125,2,1,2,32,1,4,180,0,69632
240,9952,0.0125,0.125,2,1,2,32,1,4,180,0,69632
256,9856,0.0133,0.125,2,1,2,32,1,4,180,0,69632
272,9888,0.0137,0.125,3,1,2,32,1,4,180,0,69632
288,9888,0.0144,0.125,3,1,2,32,1,4,180,0,69632
304,9824,0.0152,0.125,3,1,2,32,1,4,180,0,69632
320,9824,0.016,0.125,3,1,2,32,1,4,180,0,69632
336,9888,0.0168,0.125,3,1,2,32,1,4,180,0,69632
352,9952,0.0175,0.125,3,1,2,32,1,4,180,0,69632
368,9888,0.0179,0.125,3,1,2,32,1,4,180,0,69632
384,9888,0.0187,0.125,3,1,2,32,1,4,180,0,69632
400,9888,0.0199,0.125,4,1,2,32,1,4,180,0,69632
416,9920,0.0206,0.125,4,1,2,32,1,4,180,0,69632
432,9920,0.021,0.125,4,1,2,32,1,4,180,0,69632
448,9888,0.0217,0.125,4,1,2,32,1,4,180,0,69632
464,9920,0.0227,0.125,4,1,2,32,1,4,180,0,69632
480,9920,0.0233,0.125,4,1,2,32,1,4,180,0,69632
496,9952,0.0238,0.125,4,1,2,32,1,4,180,0,69632
512,9920,0.0244,0.125,4,1,2,32,1,4,180,0,69632
528,9888,0.0253,0.125,5,1,2,32,1,4,180,0,69632
544,9952,0.0264,0.125,5,1,2,32,1,4,180,0,69632
560,9888,0.0271,0.125,5,1,2,32,1,4,180,0,69632
576,9952,0.0276,0.125,5,1,2,32,1,4,180,0,69632
592,9952,0.028,0.125,5,1,2,32,1,4,180,0,69632
608,9951,0.0288,0.125,5,1,2,32,1,4,180,0,69632
624,9920,0.0298,0.125,5,1,2,32,1,4,180,0,69632
640,9952,0.0305,0.125,5,1,2,32,1,4,180,0,69632
656,9920,0.0315,0.125,6,1,2,32,1,4,180,0,69632
672,9920,0.0317,0.125,6,1,2,32,1,4,180,0,69632
688,9952,0.0321,0.125,6,1,2,32,1,4,180,0,69632
704,9920,0.0336,0.125,6,1,2,32,1,4,180,0,69632
720,9919,0.0335,0.125,6,1,2,32,1,4,180,0,69632
736,9920,0.0343,0.125,6,1,2,32,1,4,180,0,69632
752,9920,0.0347,0.125,6,1,2,32,1,4,180,0,69632
768,9920,0.036,0.125,6,1,2,32,1,4,180,0,69632
784,9920,0.0364,0.125,7,1,2,32,1,4,180,0,69632
800,9984,0.0376,0.125,7,1,2,32,1,4,180,0,69632
