tokens,latency_ns
16,241727
32,241663
48,239999
64,243743
80,244799
96,244703
112,247487
128,251103
144,303295
160,304831
176,434142
192,435359
208,436223
224,438942
240,436958
256,438623
272,438719
288,441471
304,442238
320,445470
336,447902
352,447647
368,451359
384,453566
400,505278
416,506686
432,506654
448,509406
464,507582
480,511006
496,667582
512,666237
528,671102
544,671742
560,672925
576,673182
592,677501
608,676957
624,678205
640,680350
656,728350
672,731261
688,730845
704,733917
720,736637
736,734141
752,735453
768,737693
784,796093
800,793661
816,926909
832,928509
848,907708
864,908604
880,909565
896,909372
912,910076
928,917661
944,918620
960,920733
976,925980
992,929117
1008,929116
1024,931164
1040,978044
1056,980828
1072,978972
1088,982140
1104,981309
1120,983965
1136,1129404
1152,1130108
1168,1135036
1184,1134940
1200,1137180
1216,1136540
1232,1136860
1248,1139388
1264,1047164
1280,1050205
1296,1100317
1312,1100476
1328,1105372
1344,1094684
1360,1096541
1376,1096604
1392,1096380
1408,1096796
1424,1144252
1440,1144444
1456,1270620
1472,1269051
1488,1271260
1504,1269787
1520,1276059
1536,1277468
1552,1284411
1568,1286491
1584,1287483
1600,1290203
1616,1294299
1632,1295740
1648,1226300
1664,1228668
1680,1268796
1696,1271003
1712,1268507
1728,1267676
1744,1266395
1760,1268603
1776,1392603
1792,1392795
1808,1396571
1824,1394363
1840,1399291
1856,1400060
1872,1400283
1888,1403675
1904,1402651
1920,1407899
1936,1448699
1952,1448923
1968,1450619
1984,1451451
2000,1452699
2016,1453082
2032,1457371
2048,1434875
2064,1476891
2080,1479162
2096,1591770
2112,1596186
2128,1594330
2144,1597402
2160,1601530
2176,1603546
2192,1603578
2208,1607194
2224,1608859
2240,1608763
2256,1604346
2272,1613498
2288,1614107
2304,1618939
2320,1654330
2336,1659194
2352,1661786
2368,1664186
2384,1663866
2400,1667322
2416,1782329
2432,1785369
2448,1785754
2464,1787994
2480,1791545
2496,1792217
2512,1801530
2528,1797657
2544,1803706
2560,1806810
2576,1834810
2592,1837465
2608,1843513
2624,1847865
2640,1848634
2656,1853146
2672,1851257
2688,1859418
2704,1894074
2720,1899546
2736,2003865
2752,2007897
2768,2007193
2784,2014266
2800,2017913
2816,2021241
2832,2020185
2848,2026969
2864,2030617
2880,2033336
2896,2036153
2912,2036345
2928,2041144
2944,2044409
2960,2079705
2976,2081720
2992,2081688
3008,2087193
3024,2092857
3040,2092729
3056,2198008
3072,2201592
3088,2198776
3104,2203992
3120,2207640
3136,2211513
3152,2215960
3168,2217464
3184,2218424
3200,2223288
3216,2253336
3232,2261656
3248,2259320
3264,2260664
3280,2271224
3296,2271544
3312,2275928
3328,2276696
3344,2277688
3360,2279416
3376,2386552
3392,2382520
3408,2389015
3424,2394647
3440,2394968
3456,2400344
3472,2440375
3488,2444471
3504,2438583
3520,2447448
3536,2454552
3552,2463031
3568,2458679
