tokens,latency_ns
16,186496
32,187104
48,182080
64,183007
80,180480
96,181855
112,181535
128,181919
144,181600
160,184096
176,183488
192,184223
208,184096
224,187455
240,189311
256,189536
272,194880
288,195072
304,195263
320,195616
336,201631
352,201408
368,201920
384,202559
400,202784
416,203231
432,202432
448,236671
464,237791
480,240447
496,234016
512,237215
528,366815
544,365919
560,365439
576,366047
592,366495
608,368447
624,366879
640,368895
656,370847
672,335071
688,338815
704,335455
720,338111
736,336255
752,340991
768,342175
784,349663
800,351679
816,350591
832,353023
848,353087
864,354911
880,375615
896,376255
912,383327
928,377983
944,379039
960,380671
976,382079
992,386143
1008,385055
1024,388351
1040,387071
1056,356607
1072,357215
1088,359583
1104,363359
1120,361631
1136,362207
1152,363263
1168,363295
1184,365440
1200,372223
1216,370655
1232,371327
1248,376223
1264,375423
1280,375519
1296,482399
1312,497310
1328,500607
1344,502655
1360,505951
1376,505182
1392,503807
1408,505246
1424,507903
1440,510975
1456,508607
1472,508991
1488,510111
1504,509407
1520,512447
1536,513310
1552,512991
1568,515391
1584,518047
1600,523102
1616,521247
1632,525535
1648,529855
1664,526879
1680,532126
1696,533983
1712,533055
1728,534303
1744,545438
1760,547966
1776,548671
1792,554207
1808,564510
1824,561791
1840,563102
1856,564959
1872,564094
1888,566335
1904,567134
1920,566495
1936,571198
1952,569502
1968,569246
1984,573599
2000,576894
2016,574975
2032,578078
2048,577567
2064,684831
2080,685150
2096,686463
2112,690398
2128,688478
2144,692414
2160,693470
2176,703551
2192,705438
2208,703518
2224,706430
2240,712382
2256,710750
2272,713630
2288,715774
2304,715646
2320,722590
2336,721214
2352,720254
2368,722622
2384,721918
2400,727262
2416,729246
2432,730558
2448,738142
2464,733470
2480,737918
2496,740030
2512,747934
2528,749566
2544,754334
2560,751390
2576,851262
2592,853214
2608,863998
2624,861374
2640,864734
2656,870142
2672,871102
2688,870974
2704,871550
2720,876862
2736,878973
2752,880893
2768,880254
2784,885054
2800,885821
2816,888958
2832,885597
2848,887262
2864,887294
2880,891742
2896,893694
2912,895166
2928,899613
2944,898942
2960,902718
2976,904510
2992,908413
3008,907486
3024,911678
3040,918685
3056,918845
3072,921310
3088,927998
3104,929341
3120,932445
3136,931422
3152,930750
3168,933277
3184,933277
3200,934493
3216,939933
3232,942366
3248,941373
3264,947582
3280,948766
3296,948093
3312,951166
3328,957117
3344,1047613
3360,1052637
3376,1054973
3392,1058909
3408,1060541
3424,1062206
3440,1063613
3456,1069181
3472,1067741
3488,1072797
3504,1074621
3520,1080061
3536,1079133
3552,1078334
3568,1080541
3584,1081373
3600,1086269
3616,1089181
3632,1090045
3648,1091645
3664,1093565
3680,1100637
3696,1097853
3712,1100764
3728,1106173
3744,1112541
3760,1112541
3776,1110653
3792,1121469
3808,1121565
3824,1121885
3840,1129757
3856,1134621
3872,1137085
3888,1139293
3904,1142269
3920,1144349
3936,1143261
3952,1147645
3968,1146621
3984,1151581
4000,1150845
4016,1151933
4032,1157532
4048,1158781
4064,1159549
4080,1157948
4096,1163581
4112,1250141
4128,1254172
4144,1254685
4160,1257213
4176,1259197
4192,1265436
4208,1265756
4224,1266492
4240,1267868
4256,1273981
4272,1275645
4288,1278012
4304,1281533
4320,1283581
4336,1282333
4352,1287101
4368,1287805
4384,1290076
4400,1293820
4416,1294876
4432,1296893
4448,1296861
4464,1297692
4480,1299868
4496,1303453
4512,1308253
4528,1304637
4544,1308828
4560,1316860
4576,1321308
4592,1320093
4608,1321788
4624,1421725
4640,1423196
4656,1424092
4672,1425180
4688,1430396
4704,1428060
4720,1436476
4736,1433116
4752,1436060
4768,1439709
4784,1443164
4800,1445020
4816,1446300
4832,1448989
4848,1449340
4864,1453404
4880,1453212
4896,1455324
4912,1457180
4928,1458588
4944,1462300
4960,1460828
4976,1466044
4992,1468924
5008,1471772
5024,1472636
5040,1483740
5056,1479996
5072,1483292
5088,1488828
5104,1488668
5120,1491676
5136,1497372
5152,1496604
5168,1504316
5184,1504220
