tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,28608,0.0841,0.125,64,1,8,32,1,4,180,0,69632
32,28608,0.1449,0.125,64,1,8,32,1,4,180,0,69632
48,28864,0.2058,0.125,64,1,8,32,1,4,180,0,69632
64,29408,0.26,0.125,64,1,8,32,1,4,180,0,69632
80,31776,0.3096,0.125,64,1,8,32,1,4,180,0,69632
96,32640,0.3418,0.125,64,1,8,32,1,4,180,0,69632
112,34976,0.3794,0.125,64,1,8,32,1,4,180,0,69632
128,36000,0.4085,0.125,64,1,8,32,1,4,180,0,69632
144,47296,0.4081,0.125,64,1,8,32,1,4,180,0,69632
160,48992,0.4438,0.125,64,1,8,32,1,4,180,0,69632
176,51424,0.4682,0.125,64,1,8,32,1,4,180,0,69632
192,52032,0.4979,0.125,64,1,8,32,1,4,180,0,69632
208,55456,0.54,0.125,64,1,8,32,1,4,180,0,69632
224,57376,0.5671,0.125,64,1,8,32,1,4,180,0,69632
240,59744,0.5683,0.125,64,1,8,32,1,4,180,0,69632
256,61024,0.5862,0.125,64,1,8,32,1,4,180,0,69632
272,71104,0.5404,0.125,64,1,8,32,1,4,180,0,69632
288,72384,0.5543,0.125,64,1,8,32,1,4,180,0,69632
304,73408,0.5853,0.125,64,1,8,32,1,4,180,0,69632
320,74400,0.6167,0.125,64,1,8,32,1,4,180,0,69632
336,77056,0.6255,0.125,64,1,8,32,1,4,180,0,69632
352,77664,0.6426,0.125,64,1,8,32,1,4,180,0,69632
368,80576,0.6581,0.125,64,1,8,32,1,4,180,0,69632
384,82688,0.6607,0.125,64,1,8,32,1,4,180,0,69632
400,89727,0.6302,0.125,64,1,8,32,1,4,180,0,69632
416,90111,0.6399,0.125,64,1,8,32,1,4,180,0,69632
432,90880,0.6777,0.125,64,1,8,32,1,4,180,0,69632
448,92576,0.6871,0.125,64,1,8,32,1,4,180,0,69632
464,96480,0.6795,0.125,64,1,8,32,1,4,180,0,69632
480,97024,0.6956,0.125,64,1,8,32,1,4,180,0,69632
496,99807,0.7014,0.125,64,1,8,32,1,4,180,0,69632
512,100639,0.7017,0.125,64,1,8,32,1,4,180,0,69632
528,108223,0.7019,0.125,64,1,8,32,1,4,180,0,69632
544,110176,0.7175,0.125,64,1,8,32,1,4,180,0,69632
560,108640,0.7239,0.125,64,1,8,32,1,4,180,0,69632
576,111072,0.7333,0.125,64,1,8,32,1,4,180,0,69632
