tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,9344,0.002,0.125,1,1,1,32,1,4,180,0,69632
32,8032,0.0025,0.125,1,1,1,32,1,4,180,0,69632
48,8224,0.0029,0.125,1,1,1,32,1,4,180,0,69632
64,8288,0.0032,0.125,1,1,1,32,1,4,180,0,69632
80,8384,0.0035,0.125,1,1,1,32,1,4,180,0,69632
96,8479,0.0039,0.125,1,1,1,32,1,4,180,0,69632
112,8576,0.0043,0.125,1,1,1,32,1,4,180,0,69632
128,8608,0.0046,0.125,1,1,1,32,1,4,180,0,69632
144,9408,0.0049,0.125,2,1,1,32,1,4,180,0,69632
160,9375,0.0053,0.125,2,1,1,32,1,4,180,0,69632
176,9376,0.0057,0.125,2,1,1,32,1,4,180,0,69632
192,9472,0.0061,0.125,2,1,1,32,1,4,180,0,69632
208,9568,0.0065,0.125,2,1,1,32,1,4,180,0,69632
224,9696,0.0066,0.125,2,1,1,32,1,4,180,0,69632
240,9760,0.007,0.125,2,1,1,32,1,4,180,0,69632
256,9760,0.0074,0.125,2,1,1,32,1,4,180,0,69632
272,9664,0.0079,0.125,3,1,1,32,1,4,180,0,69632
288,9792,0.0081,0.125,3,1,1,32,1,4,180,0,69632
304,9728,0.0084,0.125,3,1,1,32,1,4,180,0,69632
320,9728,0.0089,0.125,3,1,1,32,1,4,180,0,69632
336,9792,0.0092,0.125,3,1,1,32,1,4,180,0,69632
352,9760,0.0095,0.125,3,1,1,32,1,4,180,0,69632
368,9888,0.0098,0.125,3,1,1,32,1,4,180,0,69632
384,9888,0.0101,0.125,3,1,1,32,1,4,180,0,69632
400,9920,0.0106,0.125,4,1,1,32,1,4,180,0,69632
416,9728,0.011,0.125,4,1,1,32,1,4,180,0,69632
432,9792,0.0113,0.125,4,1,1,32,1,4,180,0,69632
448,9856,0.0116,0.125,4,1,1,32,1,4,180,0,69632
464,9888,0.0119,0.125,4,1,1,32,1,4,180,0,69632
480,9888,0.0123,0.125,4,1,1,32,1,4,180,0,69632
496,9856,0.0129,0.125,4,1,1,32,1,4,180,0,69632
512,9792,0.0135,0.125,4,1,1,32,1,4,180,0,69632
528,9919,0.0136,0.125,5,1,1,32,1,4,180,0,69632
544,9920,0.0138,0.125,5,1,1,32,1,4,180,0,69632
560,9920,0.0145,0.125,5,1,1,32,1,4,180,0,69632
576,9920,0.0146,0.125,5,1,1,32,1,4,180,0,69632
592,9856,0.0153,0.125,5,1,1,32,1,4,180,0,69632
608,9856,0.0151,0.125,5,1,1,32,1,4,180,0,69632
624,9856,0.0156,0.125,5,1,1,32,1,4,180,0,69632
640,9888,0.0161,0.125,5,1,1,32,1,4,180,0,69632
656,9856,0.0163,0.125,6,1,1,32,1,4,180,0,69632
672,9920,0.0169,0.125,6,1,1,32,1,4,180,0,69632
688,9888,0.0172,0.125,6,1,1,32,1,4,180,0,69632
704,9984,0.0177,0.125,6,1,1,32,1,4,180,0,69632
720,9888,0.0179,0.125,6,1,1,32,1,4,180,0,69632
736,9920,0.0179,0.125,6,1,1,32,1,4,180,0,69632
752,9856,0.0186,0.125,6,1,1,32,1,4,180,0,69632
768,9952,0.0187,0.125,6,1,1,32,1,4,180,0,69632
784,9888,0.0191,0.125,7,1,1,32,1,4,180,0,69632
800,9984,0.0196,0.125,7,1,1,32,1,4,180,0,69632
816,9952,0.0201,0.125,7,1,1,32,1,4,180,0,69632
832,9952,0.0201,0.125,7,1,1,32,1,4,180,0,69632
848,9920,0.0206,0.125,7,1,1,32,1,4,180,0,69632
864,9920,0.0207,0.125,7,1,1,32,1,4,180,0,69632
880,9952,0.0215,0.125,7,1,1,32,1,4,180,0,69632
896,9824,0.0217,0.125,7,1,1,32,1,4,180,0,69632
912,9856,0.0221,0.125,8,1,1,32,1,4,180,0,69632
928,9920,0.0226,0.125,8,1,1,32,1,4,180,0,69632
944,9920,0.0229,0.125,8,1,1,32,1,4,180,0,69632
960,9952,0.023,0.125,8,1,1,32,1,4,180,0,69632
976,9952,0.0235,0.125,8,1,1,32,1,4,180,0,69632
992,9952,0.024,0.125,8,1,1,32,1,4,180,0,69632
1008,9888,0.0246,0.125,8,1,1,32,1,4,180,0,69632
1024,9920,0.0245,0.125,8,1,1,32,1,4,180,0,69632
1040,10016,0.0243,0.125,9,1,1,32,1,4,180,0,69632
1056,9888,0.0251,0.125,9,1,1,32,1,4,180,0,69632
1072,9920,0.026,0.125,9,1,1,32,1,4,180,0,69632
1088,9920,0.0259,0.125,9,1,1,32,1,4,180,0,69632
1104,9952,0.0266,0.125,9,1,1,32,1,4,180,0,69632
1120,9888,0.0263,0.125,9,1,1,32,1,4,180,0,69632
1136,9952,0.0272,0.125,9,1,1,32,1,4,180,0,69632
1152,9952,0.0278,0.125,9,1,1,32,1,4,180,0,69632
1168,9984,0.0276,0.125,10,1,1,32,1,4,180,0,69632
1184,9856,0.0285,0.125,10,1,1,32,1,4,180,0,69632
1200,9888,0.0286,0.125,10,1,1,32,1,4,180,0,69632
1216,10016,0.029,0.125,10,1,1,32,1,4,180,0,69632
1232,9888,0.0292,0.125,10,1,1,32,1,4,180,0,69632
1248,9952,0.03,0.125,10,1,1,32,1,4,180,0,69632
1264,9888,0.0301,0.125,10,1,1,32,1,4,180,0,69632
1280,9920,0.0304,0.125,10,1,1,32,1,4,180,0,69632
1296,9920,0.03,0.125,11,1,1,32,1,4,180,0,69632
1312,9856,0.0309,0.125,11,1,1,32,1,4,180,0,69632
1328,9856,0.0313,0.125,11,1,1,32,1,4,180,0,69632
1344,9952,0.0316,0.125,11,1,1,32,1,4,180,0,69632
1360,9919,0.0317,0.125,11,1,1,32,1,4,180,0,69632
1376,9920,0.0324,0.125,11,1,1,32,1,4,180,0,69632
1392,9919,0.0328,0.125,11,1,1,32,1,4,180,0,69632
1408,9984,0.0332,0.125,11,1,1,32,1,4,180,0,69632
1424,9952,0.0334,0.125,12,1,1,32,1,4,180,0,69632
1440,9888,0.0343,0.125,12,1,1,32,1,4,180,0,69632
1456,9920,0.0342,0.125,12,1,1,32,1,4,180,0,69632
1472,9888,0.0352,0.125,12,1,1,32,1,4,180,0,69632
1488,9952,0.035,0.125,12,1,1,32,1,4,180,0,69632
1504,9984,0.035,0.125,12,1,1,32,1,4,180,0,69632
1520,9888,0.0359,0.125,12,1,1,32,1,4,180,0,69632
1536,9952,0.0363,0.125,12,1,1,32,1,4,180,0,69632
1552,9984,0.0364,0.125,13,1,1,32,1,4,180,0,69632
1568,9952,0.036,0.125,13,1,1,32,1,4,180,0,69632
1584,9920,0.0369,0.125,13,1,1,32,1,4,180,0,69632
1600,9920,0.0377,0.125,13,1,1,32,1,4,180,0,69632
