tokens,latency_ns
16,256416
32,257407
48,248544
64,251423
80,251327
96,253728
112,256735
128,259359
144,260383
160,261343
176,367007
192,365727
208,367870
224,372959
240,375551
256,377630
272,374911
288,375615
304,378303
320,376831
336,671357
352,674302
368,679741
384,577919
400,683198
416,680094
432,681086
448,708637
464,713726
480,612734
496,732446
512,735454
528,728158
544,738398
560,728861
576,744030
592,729406
608,727294
624,602750
640,604094
656,617630
672,619166
688,622814
704,617470
720,624318
736,628735
752,618430
768,617886
784,617694
800,619198
816,777597
832,774782
848,856158
864,781022
880,881213
896,802941
912,885469
928,894461
944,891197
960,813694
976,902781
992,905149
1008,906238
1024,907645
1040,929693
1056,922526
1072,912989
1088,927805
1104,916862
1120,931549
1136,947453
1152,939581
1168,951997
1184,953213
1200,946942
1216,958941
1232,958461
1248,946621
1264,936349
1280,967837
1296,1223548
1312,1205372
1328,1191357
1344,1209116
1360,1131101
1376,1229884
1392,1227484
1408,1204604
1424,1220636
1440,1245628
1456,1252797
1472,1229276
1488,1220188
1504,1217596
1520,1259868
1536,1269308
1552,1274556
1568,1270012
1584,1275292
1600,1279677
1616,1420060
1632,1416508
1648,1436572
1664,1460924
1680,1482908
1696,1466268
1712,1453692
1728,1457756
1744,1454908
1760,1456315
1776,1534044
1792,1522236
1808,1507131
1824,1505435
1840,1587291
1856,1619163
1872,1631963
1888,1630140
1904,1626684
1920,1630203
1936,1627195
1952,1604668
1968,1584316
1984,1575803
2000,1550012
2016,1528955
2032,1534747
2048,1535771
2064,1541340
2080,1624124
2096,1828059
2112,1824635
2128,1814907
2144,1769467
2160,1820603
2176,1812827
2192,1722299
2208,1851802
2224,1849979
2240,1828699
2256,1875259
2272,1837051
2288,2000155
2304,1985978
2320,1888027
2336,1855803
2352,1946715
2368,1978138
2384,1956282
2400,1879675
2416,2009115
2432,2003163
2448,1964634
2464,1906171
2480,2054778
2496,2014875
2512,1929211
2528,2062106
2544,2041626
2560,1929146
2576,2328505
2592,2302009
2608,2180442
2624,2336857
2640,2316121
2656,2179482
2672,2318106
2688,2243130
2704,2387993
2720,2268697
2736,2365881
2752,2232410
2768,2357753
2784,2304090
2800,2398842
2816,2365722
2832,2237433
2848,2366330
2864,2255802
2880,2374777
2896,2409177
2912,2537562
2928,2402233
2944,2541466
2960,2450266
2976,2566714
2992,2567770
3008,2512666
3024,2635289
3040,2510714
3056,2684761
3072,2550681
3088,2708537
3104,2605945
3120,2604889
3136,2722489
3152,2547481
3168,2664154
3184,2734009
3200,2604505
3216,2617689
3232,2744345
3248,2783737
3264,2628761
3280,2507290
3296,2691961
3312,2750105
3328,2720505
3344,2643961
3360,2727577
3376,2972120
3392,2808473
3408,2809368
3424,2941177
3440,3020184
3456,2817432
3472,2852024
3488,2955928
3504,3028184
3520,2994296
3536,2969880
3552,2878425
3568,2849656
3584,2910776
3600,3067417
3616,3106456
3632,3100504
3648,3117913
3664,3149016
3680,3090360
3696,3006456
3712,2908088
3728,2859192
3744,2954776
3760,3087256
3776,3149016
3792,3189047
3808,3204600
3824,3307320
3840,3268056
3856,3332536
3872,3534904
3888,3402904
3904,3418680
3920,3332216
3936,3342264
3952,3375384
3968,3374968
3984,3507767
4000,3274904
4016,3324344
4032,3316056
4048,3386424
4064,3195545
4080,3209976
4096,3206296
4112,3317560
4128,3250776
4144,3274776
4160,3442904
4176,3684439
4192,3608983
4208,3582455
4224,3583607
4240,3494103
4256,3415127
4272,3650999
4288,3569495
4304,3543608
4320,3259384
4336,3592791
4352,3880310
4368,3761303
4384,3585144
4400,3920119
4416,3826454
4432,3592088
4448,3837655
4464,3783927
4480,3598296
4496,3858263
4512,3869526
4528,3729943
4544,3744601
4560,3611641
4576,3606905
4592,3822617
4608,3998745
4624,4000728
4640,3702745
4656,4055673
4672,4055544
4688,3877176
