tokens,latency_ns,bw_util,occupancy,gridX,gridY,gridZ,blockX,blockY,blockZ,register_per_trhead,static_shared_mem,dyanmic_shared_mem
16,9536,0.0033,0.125,1,1,4,32,1,4,180,0,69632
32,9056,0.005,0.125,1,1,4,32,1,4,180,0,69632
48,9152,0.0066,0.125,1,1,4,32,1,4,180,0,69632
64,9216,0.008,0.125,1,1,4,32,1,4,180,0,69632
80,9248,0.0094,0.125,1,1,4,32,1,4,180,0,69632
96,9312,0.011,0.125,1,1,4,32,1,4,180,0,69632
112,9408,0.0121,0.125,1,1,4,32,1,4,180,0,69632
128,9408,0.0138,0.125,1,1,4,32,1,4,180,0,69632
144,9664,0.0149,0.125,2,1,4,32,1,4,180,0,69632
160,9759,0.0162,0.125,2,1,4,32,1,4,180,0,69632
176,9696,0.0176,0.125,2,1,4,32,1,4,180,0,69632
192,9664,0.0191,0.125,2,1,4,32,1,4,180,0,69632
208,9728,0.0206,0.125,2,1,4,32,1,4,180,0,69632
224,9760,0.0223,0.125,2,1,4,32,1,4,180,0,69632
240,9728,0.0231,0.125,2,1,4,32,1,4,180,0,69632
256,9760,0.025,0.125,2,1,4,32,1,4,180,0,69632
272,9760,0.0263,0.125,3,1,4,32,1,4,180,0,69632
288,9728,0.0281,0.125,3,1,4,32,1,4,180,0,69632
304,9728,0.029,0.125,3,1,4,32,1,4,180,0,69632
320,9792,0.0303,0.125,3,1,4,32,1,4,180,0,69632
336,9728,0.0321,0.125,3,1,4,32,1,4,180,0,69632
352,9664,0.0334,0.125,3,1,4,32,1,4,180,0,69632
368,9760,0.0355,0.125,3,1,4,32,1,4,180,0,69632
384,9760,0.0361,0.125,3,1,4,32,1,4,180,0,69632
400,9728,0.0369,0.125,4,1,4,32,1,4,180,0,69632
416,9792,0.0388,0.125,4,1,4,32,1,4,180,0,69632
432,9760,0.0398,0.125,4,1,4,32,1,4,180,0,69632
448,9791,0.0418,0.125,4,1,4,32,1,4,180,0,69632
464,9792,0.0427,0.125,4,1,4,32,1,4,180,0,69632
480,9888,0.0441,0.125,4,1,4,32,1,4,180,0,69632
496,9760,0.046,0.125,4,1,4,32,1,4,180,0,69632
512,9856,0.0475,0.125,4,1,4,32,1,4,180,0,69632
528,9888,0.0483,0.125,5,1,4,32,1,4,180,0,69632
544,9952,0.0503,0.125,5,1,4,32,1,4,180,0,69632
560,9888,0.0513,0.125,5,1,4,32,1,4,180,0,69632
576,9984,0.0517,0.125,5,1,4,32,1,4,180,0,69632
592,9856,0.0532,0.125,5,1,4,32,1,4,180,0,69632
608,9856,0.0554,0.125,5,1,4,32,1,4,180,0,69632
624,9824,0.058,0.125,5,1,4,32,1,4,180,0,69632
640,9856,0.0577,0.125,5,1,4,32,1,4,180,0,69632
656,10016,0.0597,0.125,6,1,4,32,1,4,180,0,69632
672,10016,0.0611,0.125,6,1,4,32,1,4,180,0,69632
688,10016,0.0624,0.125,6,1,4,32,1,4,180,0,69632
704,9984,0.0629,0.125,6,1,4,32,1,4,180,0,69632
720,9952,0.0654,0.125,6,1,4,32,1,4,180,0,69632
736,9920,0.0654,0.125,6,1,4,32,1,4,180,0,69632
752,9920,0.0678,0.125,6,1,4,32,1,4,180,0,69632
768,9952,0.0683,0.125,6,1,4,32,1,4,180,0,69632
784,9952,0.0685,0.125,7,1,4,32,1,4,180,0,69632
800,10048,0.0718,0.125,7,1,4,32,1,4,180,0,69632
816,10048,0.0731,0.125,7,1,4,32,1,4,180,0,69632
832,10016,0.0731,0.125,7,1,4,32,1,4,180,0,69632
848,9984,0.0756,0.125,7,1,4,32,1,4,180,0,69632
864,9952,0.0774,0.125,7,1,4,32,1,4,180,0,69632
880,9952,0.0774,0.125,7,1,4,32,1,4,180,0,69632
896,9984,0.0791,0.125,7,1,4,32,1,4,180,0,69632
912,10016,0.0811,0.125,8,1,4,32,1,4,180,0,69632
928,9984,0.0809,0.125,8,1,4,32,1,4,180,0,69632
944,10048,0.0839,0.125,8,1,4,32,1,4,180,0,69632
960,10016,0.0838,0.125,8,1,4,32,1,4,180,0,69632
976,10016,0.0867,0.125,8,1,4,32,1,4,180,0,69632
992,10048,0.087,0.125,8,1,4,32,1,4,180,0,69632
1008,9984,0.0898,0.125,8,1,4,32,1,4,180,0,69632
1024,10016,0.0905,0.125,8,1,4,32,1,4,180,0,69632
1040,10048,0.0911,0.125,9,1,4,32,1,4,180,0,69632
1056,9952,0.0922,0.125,9,1,4,32,1,4,180,0,69632
1072,10016,0.0941,0.125,9,1,4,32,1,4,180,0,69632
1088,10016,0.0946,0.125,9,1,4,32,1,4,180,0,69632
1104,10272,0.0974,0.125,9,1,4,32,1,4,180,0,69632
1120,10112,0.0981,0.125,9,1,4,32,1,4,180,0,69632
