tokens,latency_ns
16,1442556
32,1440539
48,1438331
64,1442716
80,1442524
96,1437948
112,1442524
128,1443900
144,1439452
160,1448284
176,1441180
192,1439868
208,1445883
224,1445339
240,1448060
256,1448027
272,1446076
288,1453147
304,1453276
320,1452251
336,1452636
352,1447868
368,1448444
384,1450332
400,1461338
416,1442747
432,1451355
448,1442652
464,1447387
480,1449404
496,1455260
512,1454139
528,1459580
544,1455547
560,1455771
576,1452411
592,1448732
608,1460090
624,1383771
640,1372828
656,1380060
672,1377596
688,1383803
704,1382268
720,1375677
736,1376188
752,1378972
768,1377340
784,1383419
800,1384379
816,1377243
832,1378748
848,1378620
864,1380732
880,1375228
896,1381244
912,1388380
928,1387803
944,1376507
960,1373756
976,1382236
992,1377659
1008,1380092
1024,1386204
1040,1386908
1056,1381692
1072,1389051
1088,1390140
1104,1392251
1120,1391387
1136,1382140
1152,1378652
1168,1386011
1184,1390428
1200,1384668
1216,1394427
1232,1390364
1248,1385083
1264,1386747
1280,1399227
1296,1388892
1312,1384636
1328,1389468
1344,1395099
1360,1385916
1376,1382876
1392,1394556
1408,1388732
1424,1382939
1440,1395323
1456,1387740
1472,1386108
1488,1379771
1504,1375643
1520,1389372
1536,1396123
1552,1396796
1568,1397885
1584,1399933
1600,1400955
1616,1384637
1632,1396860
1648,1394460
1664,1402363
1680,1414523
1696,1408060
1712,1401244
1728,1395741
1744,1397243
1760,1393211
1776,1387293
1792,1395037
1808,1390299
1824,1396827
1840,1403420
1856,1413083
1872,1416445
1888,1416667
1904,1409051
1920,1417853
1936,1413019
1952,1401084
1968,1393981
1984,1385533
2000,1388987
2016,1391611
2032,1382459
2048,1383259
2064,1381979
2080,1407357
2096,1421212
2112,1402109
2128,1400221
2144,1393467
2160,1394587
2176,1395389
2192,1392859
2208,1425309
2224,1423547
2240,1392251
2256,1386395
2272,1397467
2288,1430268
2304,1408699
2320,1396573
2336,1382971
2352,1415389
2368,1407772
2384,1397020
2400,1395483
2416,1419933
2432,1424859
2448,1395547
2464,1399355
2480,1415228
2496,1400509
2512,1401725
2528,1430908
2544,1410843
2560,1397245
2576,1428476
2592,1403741
2608,1402459
2624,1421885
2640,1401917
2656,1397211
2672,1411932
2688,1399323
2704,1417115
2720,1394173
2736,1408253
2752,1403293
2768,1430491
2784,1412252
2800,1435165
2816,1413052
2832,1427165
2848,1400827
2864,1427421
2880,1406205
2896,1428699
2912,1403452
2928,1417885
2944,1407901
2960,1432251
2976,1407709
2992,1423101
3008,1416219
3024,1425275
3040,1398717
3056,1413245
3072,1433564
3088,1419100
3104,1424283
3120,1403165
3136,1423293
3152,1427261
3168,1417723
3184,1409949
3200,1413467
3216,1438299
3232,1403037
3248,1415259
3264,1416349
3280,1422685
3296,1430300
3312,1410013
3328,1425563
3344,1434204
3360,1413917
3376,1415483
3392,1420699
3408,1449341
3424,1408987
3440,1419613
3456,1423005
3472,1432221
3488,1415771
3504,1411451
3520,1412220
3536,1411741
3552,1415451
3568,1418301
3584,1429211
3600,1443483
3616,1431325
3632,1412829
3648,1416573
3664,1418429
3680,1419357
3696,1417499
3712,1405820
3728,1423163
3744,1435037
3760,1440061
3776,1439163
3792,1421917
3808,1421116
3824,1416285
3840,1429981
3856,1421756
3872,1417437
3888,1446813
3904,1446013
3920,1422301
3936,1451004
3952,1435004
3968,1447741
3984,1431741
4000,1418620
4016,1435707
4032,1446428
4048,1437340
4064,1420989
4080,1427804
4096,1439485
4112,1427965
4128,1424572
4144,1425341
4160,1423708
4176,1454557
4192,1419389
4208,1458044
4224,1447261
4240,1437117
4256,1416925
4272,1451581
4288,1457213
4304,1428892
4320,1422876
4336,1421309
4352,1453565
4368,1436795
4384,1423804
4400,1452284
4416,1439645
4432,1418397
4448,1450525
4464,1452603
4480,1420573
4496,1457373
4512,1464475
4528,1431260
4544,1429116
4560,1417661
4576,1431804
4592,1426141
4608,1469278
4624,1443453
4640,1430941
4656,1459868
4672,1437918
4688,1438750
4704,1450654
4720,1429340
4736,1463902
4752,1431070
4768,1447390
4784,1437276
4800,1428604
4816,1425660
4832,1424542
4848,1439997
4864,1422014
4880,1425566
4896,1433885
4912,1426364
4928,1426653
4944,1430206
4960,1435390
4976,1456126
4992,1460894
5008,1439389
5024,1464252
5040,1473534
5056,1437214
5072,1473598
5088,1425790
5104,1465789
5120,1451708
5136,1458238
5152,1477821
5168,1437405
5184,1447325
5200,1448157
5216,1463646
5232,1428670
5248,1463966
5264,1468637
5280,1463902
5296,1430334
5312,1435582
5328,1438557
5344,1450077
5360,1468510
5376,1463869
5392,1476989
5408,1441149
5424,1442270
5440,1449405
5456,1464446
5472,1474717
5488,1467261
5504,1436574
5520,1443005
5536,1451485
5552,1440414
5568,1461885
5584,1469533
5600,1462974
5616,1463293
5632,1473566
5648,1454270
5664,1473533
5680,1453470
5696,1449118
5712,1453213
5728,1434301
5744,1463548
5760,1462941
5776,1471006
5792,1489724
5808,1470589
5824,1478684
5840,1483389
5856,1452541
5872,1475326
5888,1480028
5904,1476157
5920,1465181
5936,1451358
5952,1476765
5968,1472316
5984,1472222
6000,1462237
6016,1482877
6032,1469886
6048,1481565
6064,1477181
6080,1480444
6096,1464925
6112,1457884
6128,1453596
6144,1439933
6160,1487486
6176,1474365
6192,1476797
6208,1464380
6224,1485470
6240,1479006
6256,1459197
6272,1477598
6288,1466974
6304,1467614
6320,1481021
6336,1463870
6352,1451869
6368,1477982
6384,1490014
6400,1459966
6416,1473853
6432,1482814
6448,1463357
6464,1477630
6480,1486974
6496,1469054
6512,1474526
6528,1487581
6544,1466302
6560,1485982
6576,1486430
6592,1459614
6608,1480158
6624,1457726
6640,1492894
6656,1478269
6672,1484382
6688,1470653
6704,1482333
6720,1457725
6736,1488894
6752,1459485
6768,1485917
6784,1476286
6800,1482301
6816,1487902
6832,1488798
6848,1481469
6864,1478141
6880,1480253
6896,1487870
6912,1485726
6928,1487550
6944,1465086
6960,1490429
6976,1484990
6992,1483038
7008,1484126
7024,1476478
7040,1482109
7056,1480286
7072,1504478
7088,1492126
7104,1492702
7120,1490750
7136,1476606
7152,1488638
7168,1494654
7184,1497758
7200,1479167
7216,1491550
7232,1490718
7248,1492831
7264,1470558
7280,1493151
7296,1496479
7312,1485598
7328,1494750
7344,1491198
7360,1470527
7376,1481022
7392,1485343
7408,1493182
7424,1482719
7440,1495839
7456,1471998
7472,1472158
7488,1488511
7504,1488830
7520,1494207
7536,1495134
7552,1502207
7568,1491935
7584,1480511
7600,1493215
7616,1492126
7632,1479870
7648,1481279
7664,1480287
7680,1489087
7696,1483166
7712,1491166
7728,1483679
7744,1468062
7760,1513631
7776,1498142
7792,1495038
7808,1495358
7824,1480639
7840,1488318
7856,1499230
7872,1450399
7888,1490015
7904,1481727
7920,1489822
7936,1489918
7952,1480862
7968,1501214
7984,1508637
8000,1494718
8016,1492799
8032,1494782
8048,1486047
8064,1502334
8080,1492990
8096,1497789
8112,1488094
8128,1487165
8144,1489118
8160,1505758
8176,1492190
8192,1473054
