tokens,latency_ns
16,1447899
32,1444506
48,1445339
64,1450138
80,1450619
96,1450683
112,1450267
128,1447387
144,1456507
160,1458171
176,1447707
192,1449531
208,1455674
224,1452027
240,1448891
256,1452251
272,1456698
288,1443642
304,1454395
320,1455931
336,1456027
352,1460730
368,1459098
384,1458587
400,1457115
416,1449307
432,1459835
448,1454523
464,1462522
480,1461595
496,1464122
512,1454939
528,1459899
544,1464955
560,1462395
576,1459194
592,1461275
608,1459419
624,1457722
640,1463259
656,1457179
672,1462011
688,1456026
704,1459163
720,1461691
736,1379354
752,1374715
768,1374362
784,1374105
800,1377467
816,1379675
832,1378235
848,1378970
864,1388315
880,1374298
896,1375227
912,1382202
928,1375066
944,1381178
960,1375803
976,1377434
992,1376026
1008,1385051
1024,1381179
1040,1377210
1056,1380955
1072,1375355
1088,1385370
1104,1379259
1120,1384059
1136,1375770
1152,1377755
1168,1381658
1184,1373466
1200,1385019
1216,1381082
1232,1376443
1248,1375419
1264,1381498
1280,1387546
1296,1380251
1312,1375803
1328,1375259
1344,1379803
1360,1376506
1376,1375130
1392,1378874
1408,1380315
1424,1377147
1440,1386682
1456,1386778
1472,1386746
1488,1393083
1504,1382970
1520,1386491
1536,1374011
1552,1378074
1568,1377402
1584,1381529
1600,1377627
1616,1387579
1632,1385659
1648,1380985
1664,1371002
1680,1381754
1696,1378170
1712,1386970
1728,1391225
1744,1382235
1760,1375771
1776,1382522
1792,1383483
1808,1379291
1824,1378939
1840,1387514
1856,1383258
1872,1385691
1888,1380570
1904,1392763
1920,1382747
1936,1386682
1952,1391994
1968,1390235
1984,1382009
2000,1389242
2016,1387962
2032,1383323
2048,1387771
2064,1381083
2080,1383545
2096,1385754
2112,1381882
2128,1384730
2144,1385338
2160,1382491
2176,1387067
2192,1387578
2208,1384698
2224,1386203
2240,1381178
2256,1383226
2272,1392154
2288,1384154
2304,1384634
2320,1381499
2336,1386523
2352,1388539
2368,1379674
2384,1386010
2400,1384507
2416,1387577
2432,1384346
2448,1387003
2464,1390362
2480,1387355
2496,1385691
2512,1386362
2528,1385274
2544,1383483
2560,1393306
2576,1393657
2592,1387418
2608,1390042
2624,1390011
2640,1393243
2656,1388698
2672,1385467
2688,1381498
2704,1387513
2720,1387706
2736,1388410
2752,1385403
2768,1393753
2784,1395259
2800,1387226
2816,1392347
2832,1387997
2848,1387164
2864,1387131
2880,1392221
2896,1397981
2912,1393403
2928,1399867
2944,1392123
2960,1391997
2976,1392317
2992,1399388
3008,1403099
3024,1407035
3040,1398747
3056,1403069
3072,1398587
3088,1397851
3104,1392315
3120,1385757
3136,1385947
3152,1389852
3168,1395580
3184,1392381
3200,1392829
3216,1391291
3232,1390619
3248,1402684
3264,1391867
3280,1388284
3296,1391548
3312,1395869
3328,1391837
3344,1405051
3360,1397435
3376,1400156
3392,1390011
3408,1399068
3424,1397469
3440,1391548
3456,1399357
3472,1390461
3488,1395035
3504,1400764
3520,1391485
3536,1392029
3552,1403643
3568,1401373
3584,1393469
3600,1398427
3616,1393244
3632,1409213
3648,1407549
3664,1396796
3680,1391804
3696,1403133
3712,1397020
3728,1401276
3744,1400283
3760,1394524
3776,1405117
3792,1401437
3808,1393596
3824,1400315
3840,1392443
3856,1397469
3872,1400061
3888,1397883
3904,1409275
3920,1408891
3936,1402333
3952,1398653
3968,1405949
3984,1402651
4000,1394428
4016,1397885
4032,1401851
4048,1407643
4064,1403037
4080,1403133
4096,1416413
4112,1401948
4128,1402524
4144,1408605
4160,1408122
4176,1402876
4192,1413339
4208,1416124
4224,1407516
4240,1407803
4256,1400187
4272,1406428
4288,1401467
4304,1398716
4320,1411322
4336,1403930
4352,1409020
4368,1413531
4384,1405660
4400,1404475
4416,1399100
4432,1412795
4448,1411771
4464,1416283
4480,1409596
4496,1407866
4512,1406619
4528,1409212
4544,1405212
4560,1409660
4576,1410011
4592,1413404
4608,1407419
4624,1408508
4640,1420700
4656,1408092
4672,1414490
4688,1401211
4704,1415900
4720,1415323
4736,1402011
4752,1412155
4768,1412636
4784,1415130
4800,1408155
4816,1411740
4832,1411259
4848,1404860
4864,1408540
4880,1399867
4896,1407772
4912,1411227
4928,1416922
4944,1409116
4960,1412476
4976,1423163
4992,1418012
5008,1410235
5024,1405052
5040,1409818
5056,1417884
5072,1413179
5088,1407002
5104,1412570
5120,1406108
5136,1413180
5152,1422555
5168,1406523
5184,1410556
5200,1412378
5216,1419900
5232,1416027
5248,1423004
5264,1404794
5280,1422747
5296,1407612
5312,1411035
5328,1420540
5344,1415930
5360,1414972
5376,1413660
5392,1411931
5408,1406492
5424,1413692
5440,1414108
5456,1431578
5472,1410684
5488,1426394
5504,1413980
5520,1411900
5536,1412955
5552,1413788
5568,1422460
5584,1415514
5600,1419548
5616,1412732
5632,1415868
5648,1415963
5664,1415868
5680,1416955
5696,1419164
5712,1428794
5728,1414076
5744,1417658
5760,1421340
5776,1417530
5792,1413275
5808,1433082
5824,1423899
5840,1426108
5856,1421148
5872,1427676
5888,1414364
5904,1422234
5920,1418811
5936,1432412
5952,1426300
5968,1426203
5984,1418459
6000,1422652
6016,1424956
6032,1429051
6048,1420220
6064,1428922
6080,1431325
6096,1440573
6112,1421053
6128,1429340
6144,1421405
6160,1435133
6176,1432701
6192,1429563
6208,1431837
6224,1428189
6240,1434459
6256,1436859
6272,1420157
6288,1432477
6304,1437437
6320,1437149
6336,1424061
6352,1412317
6368,1417789
6384,1420413
6400,1425469
6416,1435292
6432,1430973
6448,1433179
6464,1423163
6480,1417181
6496,1420797
6512,1415867
6528,1416603
6544,1405597
6560,1419229
6576,1426429
6592,1429563
6608,1438076
6624,1431196
6640,1429948
6656,1433853
6672,1430653
6688,1418557
6704,1424891
6720,1418685
6736,1421691
6752,1410875
6768,1423325
6784,1422748
6800,1432477
6816,1440317
6832,1437115
6848,1421404
6864,1420477
6880,1408829
6896,1424604
6912,1438044
6928,1443773
6944,1427069
6960,1421979
6976,1408445
6992,1426140
7008,1438780
7024,1443677
7040,1439581
7056,1434300
7072,1415291
7088,1433981
7104,1439933
7120,1437499
7136,1419676
7152,1436029
7168,1438109
7184,1438459
7200,1428957
7216,1417149
7232,1440701
7248,1440669
7264,1419869
7280,1420412
7296,1441277
7312,1429757
7328,1417117
7344,1443163
7360,1425277
7376,1423709
7392,1442013
7408,1442523
7424,1435036
7440,1433117
7456,1447708
7472,1433661
7488,1426908
7504,1442109
7520,1427197
7536,1425596
7552,1444188
7568,1430685
7584,1423389
7600,1446075
7616,1434173
7632,1419421
7648,1446939
7664,1427485
7680,1442365
7696,1438268
7712,1423325
7728,1448765
7744,1433435
7760,1443355
7776,1434269
7792,1444668
7808,1433373
7824,1430491
7840,1451389
7856,1426717
7872,1452573
7888,1449339
7904,1425853
7920,1446301
7936,1421597
7952,1438043
7968,1425949
7984,1440635
8000,1421597
8016,1440381
8032,1429565
8048,1446621
8064,1448603
8080,1440764
8096,1441949
8112,1441341
8128,1424955
8144,1433212
8160,1450299
8176,1434013
8192,1452092
