model,batch_size,id,latency_ns
llama3_70b,128,89,92576
llama3_70b,128,87,81376
llama3_70b,128,92,89824
llama3_70b,128,90,85472
llama3_70b,128,91,85792
llama3_70b,128,94,89088
llama3_70b,128,93,83200
llama3_70b,128,95,92256
llama3_70b,128,97,84704
llama3_70b,128,96,78880
llama3_70b,128,98,87328
llama3_70b,16,11,12416
llama3_70b,16,10,13728
llama3_70b,16,12,11904
llama3_70b,16,1,14144
llama3_70b,16,100,14400
llama3_70b,16,13,14176
llama3_70b,16,14,11840
llama3_70b,16,15,12896
llama3_70b,128,99,84544
llama3_70b,16,17,12128
llama3_70b,16,16,12480
llama3_70b,16,18,14336
llama3_70b,16,19,14016
llama3_70b,16,2,12384
llama3_70b,16,28,12320
llama3_70b,16,27,12320
llama3_70b,16,23,12672
llama3_70b,16,20,15136
llama3_70b,16,25,12256
llama3_70b,16,24,13984
llama3_70b,16,21,14176
llama3_70b,16,22,12448
llama3_70b,16,26,14304
llama3_70b,16,30,11936
llama3_70b,16,3,12608
llama3_70b,16,32,11648
llama3_70b,16,29,14624
llama3_70b,16,33,11936
llama3_70b,16,31,13632
llama3_70b,16,34,11872
llama3_70b,16,36,12096
llama3_70b,16,38,13056
llama3_70b,16,37,12448
llama3_70b,16,39,14272
llama3_70b,16,40,12416
llama3_70b,16,4,13824
llama3_70b,16,35,14912
llama3_70b,16,41,13280
llama3_70b,16,45,13792
llama3_70b,16,43,14656
llama3_70b,16,44,12480
llama3_70b,16,42,14528
llama3_70b,16,47,12320
llama3_70b,16,46,11680
llama3_70b,16,48,12512
llama3_70b,16,49,13504
llama3_70b,16,5,11808
llama3_70b,16,52,11744
llama3_70b,16,55,12352
llama3_70b,16,53,12192
llama3_70b,16,54,13888
llama3_70b,16,51,12320
llama3_70b,16,50,14816
llama3_70b,16,56,14688
llama3_70b,16,58,12256
llama3_70b,16,60,12000
llama3_70b,16,57,13664
llama3_70b,16,59,13888
llama3_70b,16,61,12224
llama3_70b,16,6,13856
llama3_70b,16,62,13984
llama3_70b,16,63,12000
llama3_70b,16,65,11840
llama3_70b,16,64,14048
llama3_70b,16,68,13920
llama3_70b,16,7,12192
llama3_70b,16,66,14080
llama3_70b,16,67,13600
llama3_70b,16,70,14752
llama3_70b,16,69,14240
llama3_70b,16,71,12320
llama3_70b,16,72,12448
llama3_70b,16,74,12416
llama3_70b,16,76,13664
llama3_70b,16,73,14112
llama3_70b,16,75,13600
llama3_70b,16,77,14176
llama3_70b,16,78,12384
llama3_70b,16,8,13856
llama3_70b,16,79,11840
llama3_70b,16,82,12096
llama3_70b,16,80,14240
llama3_70b,16,81,14016
llama3_70b,16,84,12416
llama3_70b,16,85,11968
llama3_70b,16,83,14912
llama3_70b,16,86,14464
llama3_70b,16,87,13952
llama3_70b,16,89,12224
llama3_70b,16,88,14080
llama3_70b,16,9,12064
llama3_70b,16,90,13728
llama3_70b,16,91,12096
llama3_70b,16,93,12320
llama3_70b,16,94,12000
llama3_70b,16,92,14592
llama3_70b,16,95,12160
llama3_70b,16,96,13824
llama3_70b,16,98,15072
llama3_70b,16,99,11936
llama3_70b,16,97,14176
llama3_70b,32,1,23424
llama3_70b,32,100,24000
llama3_70b,32,11,25280
llama3_70b,32,10,19776
llama3_70b,32,12,24832
llama3_70b,32,13,27200
llama3_70b,32,14,26208
llama3_70b,32,15,24832
llama3_70b,32,16,21472
llama3_70b,32,17,26464
llama3_70b,32,18,21152
llama3_70b,32,19,23552
llama3_70b,32,20,25888
llama3_70b,32,21,25824
llama3_70b,32,22,23648
llama3_70b,32,23,27392
llama3_70b,32,2,24160
llama3_70b,32,24,25344
llama3_70b,32,27,20640
llama3_70b,32,25,22432
llama3_70b,32,26,26720
llama3_70b,32,28,27200
llama3_70b,32,29,23040
llama3_70b,32,3,25920
llama3_70b,32,30,26304
llama3_70b,32,31,28480
llama3_70b,32,32,23136
llama3_70b,32,34,23488
llama3_70b,32,35,21472
llama3_70b,32,33,22944
llama3_70b,32,36,23648
llama3_70b,32,37,22976
llama3_70b,32,38,24000
llama3_70b,32,4,25504
llama3_70b,32,39,25696
llama3_70b,32,41,28160
llama3_70b,32,40,27808
llama3_70b,32,43,25824
llama3_70b,32,44,23456
llama3_70b,32,42,21536
llama3_70b,32,45,26112
llama3_70b,32,48,26528
llama3_70b,32,46,27808
llama3_70b,32,50,27552
llama3_70b,32,47,26080
llama3_70b,32,51,23808
llama3_70b,32,49,24864
llama3_70b,32,52,25888
llama3_70b,32,5,24576
llama3_70b,32,56,23520
llama3_70b,32,53,24992
llama3_70b,32,54,22368
llama3_70b,32,57,26688
llama3_70b,32,59,24224
llama3_70b,32,55,22080
llama3_70b,32,58,20928
llama3_70b,32,6,28832
llama3_70b,32,63,26368
llama3_70b,32,64,26912
llama3_70b,32,61,27168
llama3_70b,32,60,21728
llama3_70b,32,62,18496
llama3_70b,32,66,25536
llama3_70b,32,65,25280
llama3_70b,32,67,18496
llama3_70b,32,69,27712
llama3_70b,32,68,25792
llama3_70b,32,7,25248
llama3_70b,32,70,28448
llama3_70b,32,73,19840
llama3_70b,32,72,26080
llama3_70b,32,71,21952
llama3_70b,32,74,25440
llama3_70b,32,76,26272
llama3_70b,32,75,29696
llama3_70b,32,77,22464
llama3_70b,32,79,27552
llama3_70b,32,78,26912
llama3_70b,32,8,25312
llama3_70b,32,81,28256
llama3_70b,32,80,19968
llama3_70b,32,82,24640
llama3_70b,32,83,25568
llama3_70b,32,84,25632
llama3_70b,32,85,28768
llama3_70b,32,86,27072
llama3_70b,32,87,32160
llama3_70b,32,88,23360
llama3_70b,32,89,25344
llama3_70b,32,90,21184
llama3_70b,32,93,24960
llama3_70b,32,94,27200
llama3_70b,32,91,24352
llama3_70b,32,92,20416
llama3_70b,32,9,31424
llama3_70b,32,96,20576
llama3_70b,32,98,21344
llama3_70b,32,99,25984
llama3_70b,32,97,25216
llama3_70b,64,10,44480
llama3_70b,64,100,45600
llama3_70b,32,95,20992
llama3_70b,64,1,40800
llama3_70b,64,11,45920
llama3_70b,64,12,48832
llama3_70b,64,13,55936
llama3_70b,64,15,46272
llama3_70b,64,16,48352
llama3_70b,64,14,45152
llama3_70b,64,17,46240
llama3_70b,64,18,42240
llama3_70b,64,20,45024
llama3_70b,64,19,49312
llama3_70b,64,21,47296
llama3_70b,64,22,47008
llama3_70b,64,23,48768
llama3_70b,64,2,46240
llama3_70b,64,24,49280
llama3_70b,64,26,48512
llama3_70b,64,25,46368
llama3_70b,64,27,48608
llama3_70b,64,28,52928
llama3_70b,64,29,45088
llama3_70b,64,3,43008
llama3_70b,64,30,51488
llama3_70b,64,32,42368
llama3_70b,64,33,52096
llama3_70b,64,31,48000
llama3_70b,64,35,46784
llama3_70b,64,34,50112
llama3_70b,64,36,44640
llama3_70b,64,37,46080
llama3_70b,64,38,46912
llama3_70b,64,39,48320
llama3_70b,64,4,48608
llama3_70b,64,40,51968
llama3_70b,64,41,45600
llama3_70b,64,42,48832
llama3_70b,64,43,50336
llama3_70b,64,45,41984
llama3_70b,64,44,51776
llama3_70b,64,46,46688
llama3_70b,64,47,46784
llama3_70b,64,48,43712
llama3_70b,64,49,51296
llama3_70b,64,52,48640
llama3_70b,64,5,45728
llama3_70b,64,54,51136
llama3_70b,64,50,46912
llama3_70b,64,53,47072
llama3_70b,64,51,48384
llama3_70b,64,55,48096
llama3_70b,64,56,45216
llama3_70b,64,57,50592
llama3_70b,64,58,44480
llama3_70b,64,60,47808
llama3_70b,64,6,41824
llama3_70b,64,59,48608
llama3_70b,64,61,46368
llama3_70b,64,64,46944
llama3_70b,64,62,44544
llama3_70b,64,68,49760
llama3_70b,64,66,47200
llama3_70b,64,65,50976
llama3_70b,64,69,47040
llama3_70b,64,63,52000
llama3_70b,64,7,49472
llama3_70b,64,67,51776
llama3_70b,64,71,42400
llama3_70b,64,70,41792
llama3_70b,64,72,43360
llama3_70b,64,74,46112
llama3_70b,64,73,50400
llama3_70b,64,75,51104
llama3_70b,64,76,50080
llama3_70b,64,77,51072
llama3_70b,64,78,48896
llama3_70b,64,80,50848
llama3_70b,64,79,50688
llama3_70b,64,8,45888
llama3_70b,64,81,51456
llama3_70b,64,83,50240
llama3_70b,64,82,45120
llama3_70b,64,84,47616
llama3_70b,64,86,48608
llama3_70b,64,89,51264
llama3_70b,64,88,43040
llama3_70b,64,85,49920
llama3_70b,64,9,46720
llama3_70b,64,90,44960
llama3_70b,64,87,51264
llama3_70b,64,91,43712
llama3_70b,64,92,50880
llama3_70b,64,93,44384
llama3_70b,64,94,48160
llama3_70b,64,95,46080
llama3_70b,64,97,51168
llama3_70b,64,96,53152
llama3_70b,64,98,51328
llama3_70b,64,99,48928
llama3_405b,128,13,87680
llama3_405b,128,15,89440
llama3_405b,128,20,85632
llama3_405b,128,11,88256
llama3_405b,128,12,91808
llama3_405b,128,18,90688
llama3_405b,128,17,86240
llama3_405b,128,14,85664
llama3_405b,128,100,84768
llama3_405b,128,10,88832
llama3_405b,128,2,92736
llama3_405b,128,16,84864
llama3_405b,128,1,80288
llama3_405b,128,22,90528
llama3_405b,128,19,85248
llama3_405b,128,21,85824
llama3_405b,128,25,84000
llama3_405b,128,27,83680
llama3_405b,128,24,82560
llama3_405b,128,28,81536
llama3_405b,128,26,90272
llama3_405b,128,23,82048
llama3_405b,128,32,91968
llama3_405b,128,29,86080
llama3_405b,128,3,88512
llama3_405b,128,34,86784
llama3_405b,128,30,86592
llama3_405b,128,36,77312
llama3_405b,128,33,90624
llama3_405b,128,35,90080
llama3_405b,128,31,88768
llama3_405b,128,37,92032
llama3_405b,128,38,77184
llama3_405b,128,39,80576
llama3_405b,128,4,81376
llama3_405b,128,42,90720
llama3_405b,128,41,87616
llama3_405b,128,40,88416
llama3_405b,128,43,89024
llama3_405b,128,45,78048
llama3_405b,128,48,91232
llama3_405b,128,47,81696
llama3_405b,128,46,86848
llama3_405b,128,44,85600
llama3_405b,128,5,85824
llama3_405b,128,49,86144
llama3_405b,128,51,78848
llama3_405b,128,50,91040
llama3_405b,128,52,86560
llama3_405b,128,53,87232
llama3_405b,128,58,86240
llama3_405b,128,55,82336
llama3_405b,128,56,82400
llama3_405b,128,59,89792
llama3_405b,128,6,88480
llama3_405b,128,60,86400
llama3_405b,128,54,81504
llama3_405b,128,63,83008
llama3_405b,128,62,84384
llama3_405b,128,61,91584
llama3_405b,128,64,86304
llama3_405b,128,65,88928
llama3_405b,128,57,87584
llama3_405b,128,66,83456
llama3_405b,128,67,88160
llama3_405b,128,68,87360
llama3_405b,128,69,89952
llama3_405b,128,71,83776
llama3_405b,128,7,86432
llama3_405b,128,70,86464
llama3_405b,128,72,86112
llama3_405b,128,74,88960
llama3_405b,128,73,84928
llama3_405b,128,76,80096
llama3_405b,128,78,86144
llama3_405b,128,77,89024
llama3_405b,128,79,96128
llama3_405b,128,8,86656
llama3_405b,128,75,86912
llama3_405b,128,80,85408
llama3_405b,128,81,87712
llama3_405b,128,83,84576
llama3_405b,128,82,90592
llama3_405b,128,84,86752
llama3_405b,128,86,78080
llama3_405b,128,89,82848
llama3_405b,128,85,87008
llama3_405b,128,91,90592
llama3_405b,128,88,83008
llama3_405b,128,90,89664
llama3_405b,128,9,80992
llama3_405b,128,87,85408
llama3_405b,128,93,86336
llama3_405b,128,94,81664
llama3_405b,128,92,90816
llama3_405b,128,95,89376
llama3_405b,128,96,84416
llama3_405b,128,97,94432
llama3_405b,128,99,87616
llama3_405b,128,98,84864
llama3_405b,16,100,12256
llama3_405b,16,1,12480
llama3_405b,16,13,12064
llama3_405b,16,10,15264
llama3_405b,16,11,14336
llama3_405b,16,12,15168
llama3_405b,16,14,12800
llama3_405b,16,15,12256
llama3_405b,16,17,12576
llama3_405b,16,16,12384
llama3_405b,16,18,15296
llama3_405b,16,19,14016
llama3_405b,16,2,12224
llama3_405b,16,20,13216
llama3_405b,16,21,14976
llama3_405b,16,22,14240
llama3_405b,16,25,11680
llama3_405b,16,23,12704
llama3_405b,16,24,14368
llama3_405b,16,27,12832
llama3_405b,16,28,12800
llama3_405b,16,29,12192
llama3_405b,16,31,12128
llama3_405b,16,26,12448
llama3_405b,16,3,14880
llama3_405b,16,30,12640
llama3_405b,16,32,12480
llama3_405b,16,33,12864
llama3_405b,16,34,12448
llama3_405b,16,35,14208
llama3_405b,16,36,14720
llama3_405b,16,37,12512
llama3_405b,16,38,14176
llama3_405b,16,40,12672
llama3_405b,16,39,15040
llama3_405b,16,41,14240
llama3_405b,16,42,14336
llama3_405b,16,46,12544
llama3_405b,16,43,13088
llama3_405b,16,45,14624
llama3_405b,16,4,12608
llama3_405b,16,47,14752
llama3_405b,16,44,14880
llama3_405b,16,48,12384
llama3_405b,16,49,12480
llama3_405b,16,51,14272
llama3_405b,16,50,12672
llama3_405b,16,5,14272
llama3_405b,16,52,12608
llama3_405b,16,53,14016
llama3_405b,16,54,12640
llama3_405b,16,55,12544
llama3_405b,16,56,12992
llama3_405b,16,58,14816
llama3_405b,16,57,12544
llama3_405b,16,59,12096
llama3_405b,16,6,14784
llama3_405b,16,60,14144
llama3_405b,16,61,12512
llama3_405b,16,62,15072
llama3_405b,16,63,15136
llama3_405b,16,64,14432
llama3_405b,16,66,14464
llama3_405b,16,65,11744
llama3_405b,16,67,15008
llama3_405b,16,68,12960
llama3_405b,16,69,14528
llama3_405b,16,70,13152
llama3_405b,16,72,14912
llama3_405b,16,74,12672
llama3_405b,16,71,15072
llama3_405b,16,73,14560
llama3_405b,16,7,14496
llama3_405b,16,75,14976
llama3_405b,16,76,12640
llama3_405b,16,77,15104
llama3_405b,16,78,16192
llama3_405b,16,79,15520
llama3_405b,16,8,15264
llama3_405b,16,80,14816
llama3_405b,16,84,14848
llama3_405b,16,91,12448
llama3_405b,16,86,12288
llama3_405b,16,87,12832
llama3_405b,16,82,12800
llama3_405b,16,89,14048
llama3_405b,16,94,15904
llama3_405b,16,88,13920
llama3_405b,16,90,14880
llama3_405b,16,83,13984
llama3_405b,16,93,14528
llama3_405b,16,92,14496
llama3_405b,16,85,14976
llama3_405b,16,95,12992
llama3_405b,16,81,12256
llama3_405b,16,9,12544
llama3_405b,16,97,12608
llama3_405b,16,98,14560
llama3_405b,16,96,12032
llama3_405b,16,99,14112
llama3_405b,32,14,24064
llama3_405b,32,12,28096
llama3_405b,32,11,28736
llama3_405b,32,100,22624
llama3_405b,32,15,26720
llama3_405b,32,16,27520
llama3_405b,32,13,21664
llama3_405b,32,1,27712
llama3_405b,32,17,28736
llama3_405b,32,18,22816
llama3_405b,32,10,23648
llama3_405b,32,19,24224
llama3_405b,32,2,27008
llama3_405b,32,20,27264
llama3_405b,32,21,30112
llama3_405b,32,23,24160
llama3_405b,32,22,29248
llama3_405b,32,24,23392
llama3_405b,32,26,23040
llama3_405b,32,28,23424
llama3_405b,32,27,21760
llama3_405b,32,25,29344
llama3_405b,32,29,23648
llama3_405b,32,30,24384
llama3_405b,32,3,27008
llama3_405b,32,31,29216
llama3_405b,32,33,26752
llama3_405b,32,32,26912
llama3_405b,32,34,26400
llama3_405b,32,39,24608
llama3_405b,32,36,21536
llama3_405b,32,35,25856
llama3_405b,32,38,26432
llama3_405b,32,40,22496
llama3_405b,32,37,26144
llama3_405b,32,41,25536
llama3_405b,32,43,23360
llama3_405b,32,42,23424
llama3_405b,32,46,22656
llama3_405b,32,4,27040
llama3_405b,32,44,20320
llama3_405b,32,48,24480
llama3_405b,32,45,26976
llama3_405b,32,47,28288
llama3_405b,32,50,26720
llama3_405b,32,5,28480
llama3_405b,32,49,22944
llama3_405b,32,52,22656
llama3_405b,32,53,23840
llama3_405b,32,51,22528
llama3_405b,32,54,27904
llama3_405b,32,55,21568
llama3_405b,32,57,31712
llama3_405b,32,58,22048
llama3_405b,32,6,21216
llama3_405b,32,56,25664
llama3_405b,32,59,21472
llama3_405b,32,61,25280
llama3_405b,32,60,29568
llama3_405b,32,62,30560
llama3_405b,32,63,21568
llama3_405b,32,65,26336
llama3_405b,32,66,26752
llama3_405b,32,64,26048
llama3_405b,32,69,24288
llama3_405b,32,67,29568
llama3_405b,32,68,24576
llama3_405b,32,7,21696
llama3_405b,32,70,26432
llama3_405b,32,72,21856
llama3_405b,32,75,27648
llama3_405b,32,74,28864
llama3_405b,32,76,22944
llama3_405b,32,73,27328
llama3_405b,32,71,24864
llama3_405b,32,77,21920
llama3_405b,32,78,30016
llama3_405b,32,80,23712
llama3_405b,32,8,25792
llama3_405b,32,79,20128
llama3_405b,32,84,20992
llama3_405b,32,81,25600
llama3_405b,32,82,22304
llama3_405b,32,85,27680
llama3_405b,32,83,21920
llama3_405b,32,86,25280
llama3_405b,32,87,19936
llama3_405b,32,88,25376
llama3_405b,32,89,24288
llama3_405b,32,9,25152
llama3_405b,32,90,23936
llama3_405b,32,91,23264
llama3_405b,32,93,25024
llama3_405b,32,92,25504
llama3_405b,32,94,23584
llama3_405b,32,95,26976
llama3_405b,32,96,22624
llama3_405b,32,97,25792
llama3_405b,32,98,22432
llama3_405b,64,1,52416
llama3_405b,32,99,22880
llama3_405b,64,10,44736
llama3_405b,64,11,51872
llama3_405b,64,100,47424
llama3_405b,64,12,51616
llama3_405b,64,13,47200
llama3_405b,64,14,43296
llama3_405b,64,15,55712
llama3_405b,64,17,47040
llama3_405b,64,18,43232
llama3_405b,64,20,50656
llama3_405b,64,19,52320
llama3_405b,64,16,46080
llama3_405b,64,2,52736
llama3_405b,64,23,47808
llama3_405b,64,22,47008
llama3_405b,64,24,52288
llama3_405b,64,21,51776
llama3_405b,64,25,51296
llama3_405b,64,27,44832
llama3_405b,64,26,51136
llama3_405b,64,28,46336
llama3_405b,64,29,50816
llama3_405b,64,3,47424
llama3_405b,64,30,51264
llama3_405b,64,31,48064
llama3_405b,64,32,48864
llama3_405b,64,34,47584
llama3_405b,64,36,44864
llama3_405b,64,35,51712
llama3_405b,64,37,44160
llama3_405b,64,38,48480
llama3_405b,64,39,47232
llama3_405b,64,4,45664
llama3_405b,64,33,42464
llama3_405b,64,41,49344
llama3_405b,64,43,46048
llama3_405b,64,44,45280
llama3_405b,64,40,48576
llama3_405b,64,42,52576
llama3_405b,64,45,49088
llama3_405b,64,46,46208
llama3_405b,64,47,54912
llama3_405b,64,48,49280
llama3_405b,64,51,46816
llama3_405b,64,5,50304
llama3_405b,64,50,50080
llama3_405b,64,49,49056
llama3_405b,64,52,50112
llama3_405b,64,54,45504
llama3_405b,64,53,47680
llama3_405b,64,55,49600
llama3_405b,64,56,50464
llama3_405b,64,58,50016
llama3_405b,64,59,49760
llama3_405b,64,57,51968
llama3_405b,64,6,50432
llama3_405b,64,61,45248
llama3_405b,64,60,45760
llama3_405b,64,63,46144
llama3_405b,64,65,50208
llama3_405b,64,66,46336
llama3_405b,64,62,48864
llama3_405b,64,67,51232
llama3_405b,64,64,50976
llama3_405b,64,69,44320
llama3_405b,64,68,41312
llama3_405b,64,7,43872
llama3_405b,64,70,48192
llama3_405b,64,71,53216
llama3_405b,64,72,51296
llama3_405b,64,73,52672
llama3_405b,64,74,47904
llama3_405b,64,75,50560
llama3_405b,64,78,44928
llama3_405b,64,79,41600
llama3_405b,64,76,47488
llama3_405b,64,77,51296
llama3_405b,64,80,48832
llama3_405b,64,81,51424
llama3_405b,64,8,47232
llama3_405b,64,82,53664
llama3_405b,64,83,47456
llama3_405b,64,84,45280
llama3_405b,64,85,46112
llama3_405b,64,86,46016
llama3_405b,64,87,51168
llama3_405b,64,88,47488
llama3_405b,64,89,50848
llama3_405b,64,90,48736
llama3_405b,64,92,47392
llama3_405b,64,93,49600
llama3_405b,64,9,48864
llama3_405b,64,95,48000
llama3_405b,64,96,52544
llama3_405b,64,94,46624
llama3_405b,64,99,45376
llama3_405b,64,91,49888
llama3_405b,64,97,54880
llama3_405b,64,98,45856
