tokens,latency_ns
16,251807
32,252159
48,249824
64,250880
80,250816
96,249792
112,250655
128,251871
144,251999
160,257343
176,252351
192,252927
208,253215
224,260799
240,254751
256,254400
272,487070
288,487742
304,488318
320,489214
336,490047
352,489534
368,490527
384,491839
400,491902
416,491614
432,493503
448,497023
464,498366
480,499007
496,500575
512,502047
528,505694
544,505023
560,505246
576,506527
592,505950
608,507807
624,416446
640,416671
656,416575
672,418015
688,422910
704,418399
720,421119
736,420639
752,422558
768,422622
784,613406
800,613694
816,613630
832,614303
848,615326
864,615646
880,618718
896,620318
912,620894
928,625822
944,622206
960,622622
976,622974
992,623774
1008,625022
1024,638174
1040,640862
1056,634398
1072,633854
1088,641182
1104,635038
1120,650558
1136,649214
1152,643262
1168,652030
1184,653182
1200,645406
1216,653406
1232,654494
1248,647422
1264,640190
1280,662078
1296,857053
1312,842653
1328,834557
1344,844382
1360,853277
1376,853565
1392,845885
1408,839005
1424,847549
1440,865597
1456,864926
1472,848093
1488,839869
1504,841277
1520,868797
1536,878205
1552,1078748
1568,1079645
1584,1080253
1600,1092541
1616,1059965
1632,1060797
1648,1072669
1664,1094813
1680,1108349
1696,1095932
1712,1084797
1728,1087261
1744,1079325
1760,1069277
1776,1057469
1792,1047293
1808,1050781
1824,1053181
1840,1107805
1856,1120764
1872,1132413
1888,1132349
1904,1133181
1920,1134172
1936,1116636
1952,1109501
1968,1097053
1984,1089181
2000,1069085
2016,1060317
2032,1060317
2048,1061277
2064,1252477
2080,1315836
2096,1345980
2112,1345212
2128,1330620
2144,1304669
2160,1279037
2176,1270332
2192,1269341
2208,1351676
2224,1352285
2240,1336221
2256,1292988
2272,1287228
2288,1385660
2304,1369820
2320,1315997
2336,1286812
2352,1367004
2368,1378172
2384,1362652
2400,1283964
2416,1383996
2432,1381468
2448,1350492
2464,1311261
2480,1415804
2496,1385980
2512,1315516
2528,1418716
2544,1404092
2560,1326877
2576,1628764
2592,1610843
2608,1497596
2624,1629691
2640,1614075
2656,1517500
2672,1613852
2688,1561275
2704,1659547
2720,1554075
2736,1637468
2752,1503644
2768,1637851
2784,1599388
2800,1665691
2816,1636540
2832,1754843
2848,1854683
2864,1756155
2880,1855770
2896,1738011
2912,1837596
2928,1741596
2944,1837916
2960,1777628
2976,1861115
2992,1861467
3008,1802875
3024,1908283
3040,1746428
3056,1863324
3072,1766236
3088,1890203
3104,1814075
3120,1761308
3136,1900347
3152,1774171
3168,1757884
3184,1903003
3200,1816987
3216,1742459
3232,1897787
3248,1925820
3264,1821339
3280,1730011
3296,1764412
3312,1902907
3328,1881819
3344,1956923
3360,2091675
3376,2140378
3392,2024155
3408,1947163
3424,2118747
3440,2168475
3456,2027931
3472,2048122
3488,2120379
3504,2172251
3520,2147834
3536,2053531
3552,1989051
3568,1968027
3584,1961723
3600,2135579
3616,2158331
3632,2157402
3648,2170011
3664,2193467
3680,2147867
3696,2071547
3712,2006939
3728,1962235
3744,1982299
3760,2015707
3776,2162331
