model,batch_size,id,latency_ns
llama3_70b,128,1,330528
llama3_70b,128,10,320704
llama3_70b,128,100,330976
llama3_70b,128,11,331872
llama3_70b,128,12,320288
llama3_70b,128,13,349504
llama3_70b,128,14,336064
llama3_70b,128,15,343424
llama3_70b,128,16,325344
llama3_70b,128,17,326272
llama3_70b,128,18,334912
llama3_70b,128,19,318848
llama3_70b,128,2,311776
llama3_70b,128,20,340576
llama3_70b,128,21,331200
llama3_70b,128,22,324704
llama3_70b,128,23,293856
llama3_70b,128,24,337632
llama3_70b,128,25,324352
llama3_70b,128,26,312352
llama3_70b,128,27,325536
llama3_70b,128,28,325408
llama3_70b,128,29,330112
llama3_70b,128,3,340928
llama3_70b,128,30,345888
llama3_70b,128,31,338240
llama3_70b,128,32,343744
llama3_70b,128,33,336384
llama3_70b,128,34,330720
llama3_70b,128,35,328032
llama3_70b,128,36,305280
llama3_70b,128,37,331136
llama3_70b,128,38,331008
llama3_70b,128,39,331552
llama3_70b,128,4,322208
llama3_70b,128,40,348544
llama3_70b,128,41,335264
llama3_70b,128,42,317344
llama3_70b,128,43,331584
llama3_70b,128,44,336384
llama3_70b,128,45,319776
llama3_70b,128,46,332960
llama3_70b,128,47,344416
llama3_70b,128,48,327136
llama3_70b,128,49,317248
llama3_70b,128,5,346336
llama3_70b,128,50,341216
llama3_70b,128,51,306336
llama3_70b,128,52,319360
llama3_70b,128,53,304960
llama3_70b,128,54,345728
llama3_70b,128,55,343328
llama3_70b,128,56,328256
llama3_70b,128,57,322752
llama3_70b,128,58,317792
llama3_70b,128,59,341504
llama3_70b,128,6,326336
llama3_70b,128,60,349472
llama3_70b,128,61,316480
llama3_70b,128,62,326944
llama3_70b,128,63,351328
llama3_70b,128,64,329440
llama3_70b,128,65,332480
llama3_70b,128,66,322944
llama3_70b,128,67,335712
llama3_70b,128,68,341728
llama3_70b,128,69,344416
llama3_70b,128,7,306400
llama3_70b,128,70,332832
llama3_70b,128,71,346880
llama3_70b,128,72,335936
llama3_70b,128,73,334912
llama3_70b,128,74,329312
llama3_70b,128,75,354912
llama3_70b,128,76,329056
llama3_70b,128,77,325024
llama3_70b,128,78,347872
llama3_70b,128,79,322944
llama3_70b,128,8,331680
llama3_70b,128,80,333568
llama3_70b,128,81,337280
llama3_70b,128,82,314528
llama3_70b,128,83,324544
llama3_70b,128,84,352000
llama3_70b,128,85,317056
llama3_70b,128,86,344000
llama3_70b,128,87,321440
llama3_70b,128,88,342336
llama3_70b,128,89,353664
llama3_70b,128,9,323232
llama3_70b,128,90,326176
llama3_70b,128,91,328384
llama3_70b,128,92,349440
llama3_70b,128,93,322944
llama3_70b,128,94,337216
llama3_70b,128,95,356544
llama3_70b,128,96,300096
llama3_70b,128,97,324448
llama3_70b,128,98,334976
llama3_70b,128,99,326400
llama3_70b,16,1,50560
llama3_70b,16,10,49120
llama3_70b,16,100,56640
llama3_70b,16,11,43232
llama3_70b,16,12,42016
llama3_70b,16,13,53408
llama3_70b,16,14,40640
llama3_70b,16,15,48160
llama3_70b,16,16,46816
llama3_70b,16,17,44160
llama3_70b,16,18,51744
llama3_70b,16,19,51008
llama3_70b,16,2,47648
llama3_70b,16,20,58976
llama3_70b,16,21,50496
llama3_70b,16,22,45952
llama3_70b,16,23,46048
llama3_70b,16,24,50816
llama3_70b,16,25,42880
llama3_70b,16,26,55936
llama3_70b,16,27,45248
llama3_70b,16,28,41728
llama3_70b,16,29,52512
llama3_70b,16,3,47200
llama3_70b,16,30,36608
llama3_70b,16,31,50048
llama3_70b,16,32,38624
llama3_70b,16,33,47616
llama3_70b,16,34,44064
llama3_70b,16,35,56416
llama3_70b,16,36,41312
llama3_70b,16,37,45824
llama3_70b,16,38,46976
llama3_70b,16,39,52384
llama3_70b,16,4,50688
llama3_70b,16,40,46400
llama3_70b,16,41,48960
llama3_70b,16,42,54368
llama3_70b,16,43,54624
llama3_70b,16,44,47104
llama3_70b,16,45,50688
llama3_70b,16,46,28800
llama3_70b,16,47,43616
llama3_70b,16,48,43456
llama3_70b,16,49,48096
llama3_70b,16,5,39040
llama3_70b,16,50,57248
llama3_70b,16,51,45984
llama3_70b,16,52,30976
llama3_70b,16,53,40384
llama3_70b,16,54,52864
llama3_70b,16,55,46912
llama3_70b,16,56,56128
llama3_70b,16,57,49664
llama3_70b,16,58,43264
llama3_70b,16,59,51680
llama3_70b,16,6,51616
llama3_70b,16,60,39744
llama3_70b,16,61,44992
llama3_70b,16,62,52736
llama3_70b,16,63,42432
llama3_70b,16,64,54272
llama3_70b,16,65,41920
llama3_70b,16,66,53024
llama3_70b,16,67,48704
llama3_70b,16,68,49888
llama3_70b,16,69,54304
llama3_70b,16,7,40064
llama3_70b,16,70,58752
llama3_70b,16,71,46720
llama3_70b,16,72,47168
llama3_70b,16,73,52192
llama3_70b,16,74,47104
llama3_70b,16,75,49248
llama3_70b,16,76,48704
llama3_70b,16,77,53792
llama3_70b,16,78,46624
llama3_70b,16,79,43456
llama3_70b,16,8,51712
llama3_70b,16,80,53664
llama3_70b,16,81,52096
llama3_70b,16,82,37696
llama3_70b,16,83,57568
llama3_70b,16,84,44800
llama3_70b,16,85,39840
llama3_70b,16,86,54368
llama3_70b,16,87,52576
llama3_70b,16,88,49568
llama3_70b,16,89,47264
llama3_70b,16,9,43744
llama3_70b,16,90,48864
llama3_70b,16,91,42144
llama3_70b,16,92,57280
llama3_70b,16,93,36608
llama3_70b,16,94,46112
llama3_70b,16,95,45664
llama3_70b,16,96,49056
llama3_70b,16,97,55296
llama3_70b,16,98,58688
llama3_70b,16,99,38336
llama3_70b,32,1,81024
llama3_70b,32,10,72288
llama3_70b,32,100,81760
llama3_70b,32,11,86880
llama3_70b,32,12,84320
llama3_70b,32,13,90656
llama3_70b,32,14,89152
llama3_70b,32,15,83904
llama3_70b,32,16,76416
llama3_70b,32,17,90016
llama3_70b,32,18,77536
llama3_70b,32,19,82112
llama3_70b,32,2,83648
llama3_70b,32,20,88544
llama3_70b,32,21,88288
llama3_70b,32,22,82720
llama3_70b,32,23,88672
llama3_70b,32,24,85088
llama3_70b,32,25,78688
llama3_70b,32,26,91104
llama3_70b,32,27,77184
llama3_70b,32,28,95360
llama3_70b,32,29,83872
llama3_70b,32,3,86560
llama3_70b,32,30,89472
llama3_70b,32,31,96896
llama3_70b,32,32,84192
llama3_70b,32,33,81376
llama3_70b,32,34,84608
llama3_70b,32,35,78240
llama3_70b,32,36,83328
llama3_70b,32,37,78624
llama3_70b,32,38,84896
llama3_70b,32,39,89504
llama3_70b,32,4,86944
llama3_70b,32,40,94176
llama3_70b,32,41,91968
llama3_70b,32,42,77792
llama3_70b,32,43,89504
llama3_70b,32,44,83072
llama3_70b,32,45,88544
llama3_70b,32,46,91328
llama3_70b,32,47,87296
llama3_70b,32,48,88832
llama3_70b,32,49,86784
llama3_70b,32,5,84736
llama3_70b,32,50,93184
llama3_70b,32,51,83776
llama3_70b,32,52,89184
llama3_70b,32,53,85792
llama3_70b,32,54,81856
llama3_70b,32,55,79264
llama3_70b,32,56,83584
llama3_70b,32,57,89088
llama3_70b,32,58,75712
llama3_70b,32,59,82272
llama3_70b,32,6,95232
llama3_70b,32,60,76896
llama3_70b,32,61,92064
llama3_70b,32,62,68608
llama3_70b,32,63,87296
llama3_70b,32,64,90656
llama3_70b,32,65,86208
llama3_70b,32,66,83360
llama3_70b,32,67,67552
llama3_70b,32,68,88320
llama3_70b,32,69,94176
llama3_70b,32,7,86976
