model,batch_size,id,latency_ns
llama3_70b,32,70,96608
llama3_70b,32,71,78016
llama3_70b,32,72,90528
llama3_70b,32,73,72864
llama3_70b,32,74,85504
llama3_70b,32,75,100512
llama3_70b,32,76,88384
llama3_70b,32,77,78592
llama3_70b,32,78,88288
llama3_70b,32,79,94272
llama3_70b,32,8,87680
llama3_70b,32,80,71680
llama3_70b,32,81,93952
llama3_70b,32,82,85376
llama3_70b,32,83,86400
llama3_70b,32,84,87808
llama3_70b,32,85,97504
llama3_70b,32,86,92608
llama3_70b,32,87,106400
llama3_70b,32,88,83456
llama3_70b,32,89,88256
llama3_70b,32,9,105184
llama3_70b,32,90,75552
llama3_70b,32,91,84544
llama3_70b,32,92,73984
llama3_70b,32,93,86368
llama3_70b,32,94,93440
llama3_70b,32,95,75840
llama3_70b,32,96,75712
llama3_70b,32,97,86624
llama3_70b,32,98,77120
llama3_70b,32,99,89888
llama3_70b,64,1,159840
llama3_70b,64,10,167744
llama3_70b,64,100,169856
llama3_70b,64,11,174720
llama3_70b,64,12,172128
llama3_70b,64,13,192704
llama3_70b,64,14,170080
llama3_70b,64,15,174624
llama3_70b,64,16,175392
llama3_70b,64,17,171712
llama3_70b,64,18,163424
llama3_70b,64,19,176544
llama3_70b,64,2,165600
llama3_70b,64,20,175520
llama3_70b,64,21,169568
llama3_70b,64,22,173472
llama3_70b,64,23,176800
llama3_70b,64,24,175840
llama3_70b,64,25,175008
llama3_70b,64,26,180960
llama3_70b,64,27,176576
llama3_70b,64,28,193664
llama3_70b,64,29,174656
llama3_70b,64,3,162656
llama3_70b,64,30,185664
llama3_70b,64,31,180768
llama3_70b,64,32,160768
llama3_70b,64,33,194112
llama3_70b,64,34,181248
llama3_70b,64,35,167776
llama3_70b,64,36,172448
llama3_70b,64,37,165888
llama3_70b,64,38,180704
llama3_70b,64,39,177120
llama3_70b,64,4,180480
llama3_70b,64,40,188768
llama3_70b,64,41,170112
llama3_70b,64,42,178208
llama3_70b,64,43,177376
llama3_70b,64,44,191840
llama3_70b,64,45,162912
llama3_70b,64,46,169856
llama3_70b,64,47,171040
llama3_70b,64,48,166144
llama3_70b,64,49,183776
llama3_70b,64,5,167808
llama3_70b,64,50,171360
llama3_70b,64,51,176576
llama3_70b,64,52,183360
llama3_70b,64,53,168672
llama3_70b,64,54,182272
llama3_70b,64,55,178720
llama3_70b,64,56,174944
llama3_70b,64,57,183520
llama3_70b,64,58,161472
llama3_70b,64,59,180576
llama3_70b,64,6,160992
llama3_70b,64,60,174688
llama3_70b,64,61,169056
llama3_70b,64,62,165696
llama3_70b,64,63,182912
llama3_70b,64,64,172544
llama3_70b,64,65,183552
llama3_70b,64,66,177120
llama3_70b,64,67,183840
llama3_70b,64,68,179200
llama3_70b,64,69,175232
llama3_70b,64,7,173600
llama3_70b,64,70,158272
llama3_70b,64,71,160864
llama3_70b,64,72,164704
llama3_70b,64,73,184160
llama3_70b,64,74,174464
llama3_70b,64,75,187936
llama3_70b,64,76,180544
llama3_70b,64,77,189248
llama3_70b,64,78,173536
llama3_70b,64,79,176704
llama3_70b,64,8,175744
llama3_70b,64,80,179520
llama3_70b,64,81,185984
llama3_70b,64,82,171264
llama3_70b,64,83,181632
llama3_70b,64,84,178528
llama3_70b,64,85,186080
llama3_70b,64,86,176192
llama3_70b,64,87,183200
llama3_70b,64,88,162848
llama3_70b,64,89,183104
llama3_70b,64,9,175520
llama3_70b,64,90,168896
llama3_70b,64,91,164992
llama3_70b,64,92,181056
llama3_70b,64,93,170656
llama3_70b,64,94,176704
llama3_70b,64,95,178176
llama3_70b,64,96,187712
llama3_70b,64,97,179744
llama3_70b,64,98,187264
llama3_70b,64,99,179776
