tokens,latency_ns
16,1436251
32,1445084
48,1435227
64,1442876
80,1451323
96,1450011
112,1450875
128,1447132
144,1448731
160,1447964
176,1454651
192,1454459
208,1449083
224,1460124
240,1458970
256,1455260
272,1452284
288,1455228
304,1456956
320,1454331
336,1455707
352,1457082
368,1447293
384,1452125
400,1461853
416,1453660
432,1452285
448,1454043
464,1454427
480,1462907
496,1455613
512,1462749
528,1459227
544,1455805
560,1458427
576,1458493
592,1456923
608,1460027
624,1462747
640,1460219
656,1458461
672,1416891
688,1402365
704,1405467
720,1415964
736,1423388
752,1415037
768,1419419
784,1418523
800,1414171
816,1415581
832,1409563
848,1409211
864,1409276
880,1417181
896,1393629
912,1413083
928,1407163
944,1412189
960,1413947
976,1427387
992,1402877
1008,1411227
1024,1411485
1040,1372603
1056,1373564
1072,1370460
1088,1374107
1104,1382493
1120,1379197
1136,1370301
1152,1389915
1168,1377405
1184,1378589
1200,1371515
1216,1377309
1232,1373915
1248,1377915
1264,1376157
1280,1381084
1296,1367901
1312,1381821
1328,1378557
1344,1383773
1360,1383068
1376,1383549
1392,1376380
1408,1382461
1424,1378493
1440,1378045
1456,1385181
1472,1383453
1488,1378843
1504,1377757
1520,1381405
1536,1382109
1552,1379005
1568,1381757
1584,1377564
1600,1387581
1616,1386843
1632,1383707
1648,1386173
1664,1378300
1680,1384924
1696,1383357
1712,1377148
1728,1383932
1744,1379067
1760,1375548
1776,1390204
1792,1382205
1808,1383133
1824,1381979
1840,1379133
1856,1380283
1872,1382877
1888,1385501
1904,1385917
1920,1379324
1936,1383867
1952,1385723
1968,1387483
1984,1381628
2000,1388251
2016,1386173
2032,1376060
2048,1387325
2064,1380765
2080,1382108
2096,1385117
2112,1387869
2128,1385597
2144,1380891
2160,1384411
2176,1382429
2192,1388509
2208,1387453
2224,1388188
2240,1384412
2256,1393627
2272,1386717
2288,1385149
2304,1386941
2320,1385437
2336,1387676
2352,1389021
2368,1386844
2384,1386909
2400,1387133
2416,1383261
2432,1381693
2448,1385627
2464,1387101
2480,1387997
2496,1389405
2512,1388189
2528,1387229
2544,1388092
2560,1394045
2576,1387803
2592,1394973
2608,1392027
2624,1392573
2640,1392124
2656,1389437
2672,1390012
2688,1386589
2704,1384093
2720,1395261
2736,1388955
2752,1391099
2768,1381085
2784,1379965
2800,1386332
2816,1389181
2832,1390235
2848,1391933
2864,1385693
2880,1385277
2896,1393469
2912,1385243
2928,1391101
2944,1392283
2960,1385628
2976,1392413
2992,1390941
